校名,系組名,採計及加權,普通生錄取分數,普通生同分參酌,原住民錄取分數,退伍軍人錄取分數,僑生錄取分數,蒙藏生錄取分數,派外子女錄取分數,檢定科目及標準-學科能力測驗,檢定科目及標準-英聽,同分參酌順序,核定名額,回流名額,招生名額,錄取人數-男,錄取人數-女,外加錄取-男,外加錄取-女,錄取總人數（含外加）
國立清華大學,幼兒教育學系,英x2.00 國x2.00 歷x1.50 地x1.00 公x1.00,357,,-----,-----,-----,-----,-----,,,英文 國文 歷史 地理 公民與社會,8,1,9,0,9,0,0,9
國立清華大學,特殊教育學系,國x2.00 英x2.00 歷x1.00 公x1.00,280,,-----,-----,-----,-----,-----,,,國文 英文 歷史 公民與社會,11,6,17,3,14,0,0,17
國立清華大學,教育心理與諮商學系甲組,英x2.00 國x1.50 數Bx1.50 公x1.00,286,,-----,-----,-----,-----,-----,,,英文 國文 數學B 公民與社會,7,3,10,4,6,0,0,10
國立清華大學,教育心理與諮商學系乙組,英x2.00 國x1.50 數Bx1.50 生x1.00,294,,-----,-----,-----,-----,-----,,,英文 國文 數學B 生物,7,3,10,5,5,0,0,10
國立清華大學,英語教學系,英x2.00 國x1.50 歷x1.00 數Bx1.00 地x1.00,298,英 49,-----,-----,-----,-----,-----,,A級,英文 國文 歷史 數學B 地理,6,4,10,2,8,0,0,10
國立清華大學,運動科學系,英x2.00 數甲x1.25 國x1.25,210.25,,-----,-----,-----,-----,-----,,,英文 數學甲 國文,2,0,2,2,0,0,0,2
國立清華大學,竹師教育學院學士班甲組(雙專長組),英x2.00 數Bx2.00 生x1.50 國x1.00,314,,-----,-----,-----,-----,-----,,,英文 數學B 生物 國文,4,1,5,3,2,0,0,5
國立清華大學,竹師教育學院學士班乙組(永續發展教育組),地x1.75 公x1.50 英x2.00 國x1.00 數Bx1.00,333.25,,-----,-----,-----,-----,-----,,,地理 公民與社會 英文 國文 數學B,5,2,7,3,4,0,0,7
國立清華大學,經濟學系第1組,英x2.00 數甲x2.00 國x1.00,225,英 48,-----,-----,-----,-----,-----,,B級,英文 數學甲 國文,18,7,25,12,13,0,0,25
國立清華大學,經濟學系第2組,英x2.00 數Ax2.00 國x1.00 歷x1.00 地x1.00,327,,-----,-----,-----,-----,-----,,B級,英文 數學A 國文 歷史 地理,17,8,25,12,13,0,0,25
國立清華大學,科技管理學院學士班,數甲x1.50 英x1.00 物x1.00 化x1.00,202,,-----,-----,-----,-----,-----,,,數學甲 英文 物理 化學,9,0,9,9,0,0,0,9
國立清華大學,計量財務金融學系,數甲x1.50 英x1.50 國x1.00,188,數甲 42,-----,-----,-----,-----,-----,,,數學甲 英文 國文,13,15,28,19,9,0,0,28
國立清華大學,數學系甲組(數學組),數甲x2.00 物x1.50 英x1.50 化x1.00 數Ax1.00,318.5,,-----,-----,-----,-----,-----,,,數學甲 物理 英文 化學 數學A,6,1,7,7,0,0,0,7
國立清華大學,數學系乙組(應用數學組),數甲x2.00 物x1.50 英x1.50 化x1.00 數Ax1.00,316,,319.1,-----,-----,-----,-----,,,數學甲 物理 英文 化學 數學A,7,6,13,13,0,1,0,14
國立清華大學,物理學系物理組(甲組一般組),物x1.50 數甲x1.50 英x1.00 化x1.00 國x1.00,283.5,,-----,-----,-----,-----,-----,1.英文(均標),,物理 數學甲 英文 化學 國文,8,5,13,11,2,0,0,13
國立清華大學,物理學系物理組(乙組天文物理組),物x1.50 數甲x1.50 英x1.00 化x1.00 國x1.00,285,,-----,-----,-----,-----,-----,,,物理 數學甲 英文 化學 國文,2,0,2,2,0,0,0,2
國立清華大學,物理學系光電物理組,物x1.50 數甲x1.50 英x1.00 化x1.00 國x1.00,289,,-----,-----,-----,-----,-----,,,物理 數學甲 英文 化學 國文,5,0,5,4,1,0,0,5
國立清華大學,化學系,化x1.00 物x1.00 數甲x1.00 英x1.00 國x1.00,233,,-----,-----,-----,-----,-----,,,化學 物理 數學甲 英文 國文,27,6,33,15,18,0,0,33
國立清華大學,理學院學士班,數甲x1.00 物x1.00 化x1.00 英x1.00 國x1.00,232,數甲 49,-----,-----,-----,-----,-----,1.數學A(頂標),,數學甲 物理 化學 英文 國文,10,12,22,13,9,0,0,22
國立清華大學,生醫工程與環境科學系,英x1.00 數甲x1.00 物x1.00 化x1.00 國x1.00,228,,-----,-----,-----,-----,-----,,,英文 數學甲 物理 化學 國文,11,2,13,4,9,0,0,13
國立清華大學,工程與系統科學系甲組(低碳綠能組),英x1.00 物x1.00 數甲x1.00 化x1.00 國x1.00,237,英 51,-----,-----,-----,-----,-----,,,英文 物理 數學甲 化學 國文,5,10,15,5,10,0,0,15
國立清華大學,工程與系統科學系乙組(智慧奈米系統組),英x1.00 物x1.00 數甲x1.00 化x1.00 國x1.00,241,英 48,-----,-----,-----,-----,-----,,,英文 物理 數學甲 化學 國文,5,8,13,5,8,0,0,13
國立清華大學,原子科學院學士班,英x1.00 數甲x1.00 物x1.00 化x1.00 國x1.00,233,英 59,-----,-----,-----,-----,-----,,,英文 數學甲 物理 化學 國文,6,3,9,6,3,0,0,9
國立清華大學,化學工程學系,數甲x1.00 物x1.00 化x1.00 英x1.00 國x1.00,240,數甲 43 物 57,-----,-----,-----,-----,-----,1.英文(前標),,數學甲 物理 化學 英文 國文,16,12,28,18,10,0,0,28
國立清華大學,動力機械工程學系甲組,數甲x1.00 物x1.00 英x1.00 化x1.00 國x1.00,249,,-----,-----,-----,-----,-----,1.英文(前標),,數學甲 物理 英文 化學 國文,3,0,3,3,0,0,0,3
國立清華大學,動力機械工程學系乙組,數甲x1.00 物x1.00 英x1.00 化x1.00 國x1.00,237,數甲 41,-----,-----,-----,-----,-----,,,數學甲 物理 英文 化學 國文,18,17,35,27,8,0,0,35
國立清華大學,材料科學工程學系甲組,物x1.00 化x1.00 英x1.00 數甲x1.00,202,物 52,-----,-----,-----,-----,-----,1.英文(前標),,物理 化學 英文 數學甲,3,0,3,3,0,0,0,3
國立清華大學,材料科學工程學系乙組,物x1.00 化x1.00 英x1.00 數甲x1.00,197,物 54,-----,-----,-----,-----,-----,,,物理 化學 英文 數學甲,18,3,21,17,4,0,0,21
國立清華大學,工業工程與工程管理學系,數甲x1.50 英x1.50 國x1.00 物x1.00 化x1.00,271,數甲 38,-----,-----,-----,-----,-----,,,數學甲 英文 國文 物理 化學,16,2,18,8,10,0,0,18
國立清華大學,工學院學士班,數甲x1.00 物x1.00 化x1.00 英x1.00 國x1.00,244,數甲 34,245.7,-----,-----,-----,-----,1.英文(前標),,數學甲 物理 化學 英文 國文,6,2,8,1,7,1,0,9
國立清華大學,電機工程學系甲組,英x1.00 數甲x1.00 物x1.00 化x1.00,222,,-----,-----,-----,-----,-----,,,英文 數學甲 物理 化學,9,-5,4,4,0,0,0,4
國立清華大學,電機工程學系乙組,數甲x1.00 物x1.00 化x1.00,155,數甲 50 物 58,-----,-----,-----,-----,-----,1.英文(頂標),,數學甲 物理 化學,9,20,29,29,0,0,0,29
國立清華大學,資訊工程學系甲組(電子資訊組),數甲x1.00 英x1.00 物x1.00 國x1.00 化x1.00,264,數甲 60,-----,-----,-----,-----,-----,1.英文(前標) 2.自然(前標),,數學甲 英文 物理 國文 化學,5,0,5,5,0,0,0,5
國立清華大學,資訊工程學系乙組(資訊工程組),數甲x1.00 英x1.00 物x1.00 國x1.00 化x1.00,252,數甲 40,-----,-----,-----,-----,-----,1.國文(均標) 2.英文(前標),,數學甲 英文 物理 國文 化學,14,23,37,29,8,0,0,37
國立清華大學,資訊工程學系丙組(人工智慧組),數甲x1.00 英x1.00 物x1.00 國x1.00 化x1.00,255,,-----,-----,-----,-----,-----,1.自然(前標),,數學甲 英文 物理 國文 化學,8,0,8,5,3,0,0,8
國立清華大學,電機資訊學院學士班甲組,數甲x1.00 英x1.00 物x1.00 化x1.00 國x1.00,272,,-----,-----,-----,-----,-----,1.英文(前標),,數學甲 英文 物理 化學 國文,1,0,1,1,0,0,0,1
國立清華大學,電機資訊學院學士班乙組,數甲x1.00 英x1.00 物x1.00 化x1.00 國x1.00,260,數甲 60,-----,-----,-----,-----,-----,,,數學甲 英文 物理 化學 國文,9,0,9,7,2,0,0,9
國立清華大學,生命科學系,生x1.25 英x1.25 化x1.25 數甲x1.00 物x1.00,247,,-----,-----,-----,-----,-----,,,生物 英文 化學 數學甲 物理,11,1,12,6,6,0,0,12
國立清華大學,醫學科學系,生x1.50 化x1.50 英x1.50 數甲x1.00 物x1.00,291,生 54,-----,-----,-----,-----,-----,,,生物 化學 英文 數學甲 物理,4,14,18,13,5,0,0,18
國立清華大學,生命科學暨醫學院學士班,生x1.00 化x1.00 物x1.00 數甲x1.00,166,生 58,-----,-----,-----,-----,-----,1.英文(前標),,生物 化學 物理 數學甲,5,8,13,8,5,0,0,13
國立清華大學,藝術與設計學系創作組,術科x2.00 國x1.50 英x1.00 歷x1.50,307.86,,-----,-----,-----,-----,-----,,,術科 國文 英文 歷史,8,1,9,1,8,0,0,9
國立清華大學,藝術與設計學系設計組,國x1.50 英x1.00 歷x1.50,196,國 54,-----,-----,-----,-----,-----,,,國文 英文 歷史,8,1,9,2,7,0,0,9
國立清華大學,藝術學院學士班,英x1.50 國x1.50 自x1.00 物x1.00,233.5,,-----,-----,-----,-----,-----,1.數學A(均標) 或數學B(均標),,英文 國文 自然 物理,5,7,12,4,8,0,0,12
中國醫藥大學,牙醫學系,物x1.00 化x1.00 生x1.00 數甲x1.00 英x1.00,258,物 56,288.9,-----,-----,-----,-----,,,物理 化學 生物 數學甲 英文,7,18,25,17,8,0,1,26
中國醫藥大學,醫學系,物x1.00 化x1.00 生x1.00 數甲x1.00 國x1.00,268,,284.85,-----,-----,-----,-----,,A級,物理 化學 生物 數學甲 國文,12,5,17,11,6,0,1,18
中國醫藥大學,中醫學系甲組,國x1.25 生x1.00 英x1.00 化x1.00 數甲x1.25,284.75,,-----,-----,-----,-----,-----,,,國文 生物 英文 化學 數學甲,8,22,30,14,16,0,0,30
中國醫藥大學,中醫學系乙組,國x1.25 生x1.00 英x1.00 化x1.00 數甲x1.25,283.5,,284.2,-----,-----,-----,-----,,,國文 生物 英文 化學 數學甲,6,2,8,3,5,1,0,9
中國醫藥大學,藥學系,化x1.00 英x1.00 生x1.00 數Ax1.00 國x1.00,256,化 45,271.35,256.45,-----,-----,-----,,,化學 英文 生物 數學A 國文,24,6,30,12,18,2,0,32
中國醫藥大學,護理學系,生x1.00 英x1.00 國x1.00,120,生 40,126.9,-----,-----,-----,-----,,,生物 英文 國文,9,29,38,7,31,0,1,39
中國醫藥大學,醫學檢驗生物技術學系,化x1.25 生x1.25 英x1.00,151.25,,-----,-----,-----,-----,-----,,,化學 生物 英文,7,22,29,13,16,0,0,29
中國醫藥大學,營養學系,英x2.00 生x2.00 國x1.00,203,英 47,-----,-----,-----,-----,-----,,,英文 生物 國文,9,28,37,9,28,0,0,37
中國醫藥大學,物理治療學系,英x1.50 生x1.25 物x1.00,175.5,,181.65,-----,-----,-----,-----,,,英文 生物 物理,8,16,24,10,14,1,0,25
中國醫藥大學,生物科技學系,英x1.25 國x1.25 生x1.50,162.25,,-----,-----,-----,-----,-----,,,英文 國文 生物,8,24,32,14,18,0,0,32
中國醫藥大學,運動醫學系,英x2.00 生x2.00 國x1.00,188,英 33,-----,-----,-----,-----,-----,,,英文 生物 國文,6,16,22,10,12,0,0,22
中國醫藥大學,中國藥學暨中藥資源學系,化x1.50 生x1.50 英x1.00,176.5,化 43,-----,-----,-----,-----,-----,,,化學 生物 英文,5,15,20,9,11,0,0,20
中國醫藥大學,藥用化妝品學系,化x1.00 生x1.00 英x1.00,103,,-----,-----,-----,-----,-----,,,化學 生物 英文,6,11,17,4,13,0,0,17
中國醫藥大學,生物醫學影像暨放射科學學系,生x1.00 英x1.00 物x1.00,124,生 49,-----,-----,-----,-----,-----,,,生物 英文 物理,5,11,16,7,9,0,0,16
中國醫藥大學,公共衛生學院大一不分系,英x1.00 生x1.00 國x1.00,114,英 50,124.2,-----,-----,-----,-----,,,英文 生物 國文,15,32,47,19,28,0,2,49
中國醫藥大學,生物醫學工程學系,國x1.50 英x1.50 生x1.00,181.5,,-----,-----,-----,-----,-----,,,國文 英文 生物,5,14,19,6,13,0,0,19
國立陽明交通大學,電機工程學系甲組(電資國際組),數甲x1.00 物x1.00 化x1.00 英x2.00,279,,284,-----,-----,-----,-----,,,數學甲 物理 化學 英文,4,0,4,4,0,1,0,5
國立陽明交通大學,電機工程學系乙組(電機工程組),數甲x1.00 物x1.50 化x1.50 英x1.50,292.5,數甲 45 物 58 化 56,-----,-----,-----,-----,-----,1.自然(均標),,數學甲 物理 化學 英文,38,5,43,40,3,0,0,43
國立陽明交通大學,電機工程學系丙組(醫學電資組),化x1.50 物x1.00 數甲x1.00 英x1.00 國x1.00,291.5,,298.95,-----,-----,-----,-----,,,化學 物理 數學甲 英文 國文,2,2,4,3,1,1,0,5
國立陽明交通大學,光電工程學系,數甲x1.00 物x1.00 化x1.00 英x1.00,193,數甲 36,-----,-----,-----,-----,-----,1.英文(均標),,數學甲 物理 化學 英文,5,8,13,11,2,0,0,13
國立陽明交通大學,資訊工程學系甲組,數甲x1.00 英x1.00 物x1.00 化x1.00 國x1.00,271,,-----,-----,-----,-----,-----,,,數學甲 英文 物理 化學 國文,4,1,5,3,2,0,0,5
國立陽明交通大學,資訊工程學系乙組,數甲x1.00 英x1.00 物x1.00 化x1.00 國x1.00,257,數甲 51,-----,-----,-----,-----,-----,1.數學A(均標),,數學甲 英文 物理 化學 國文,22,3,25,18,7,0,0,25
國立陽明交通大學,奈米科學及工程學士學位學程甲組(主修半導體),數甲x1.50 物x1.50 化x1.00 英x1.00 國x1.00,295.5,,-----,-----,-----,-----,-----,,,數學甲 物理 化學 英文 國文,17,0,17,13,4,0,0,17
國立陽明交通大學,奈米科學及工程學士學位學程乙組(主修奈米),數甲x1.50 物x1.50 化x1.00 英x1.00,245,,-----,-----,-----,-----,-----,,,數學甲 物理 化學 英文,3,0,3,3,0,0,0,3
國立陽明交通大學,材料科學與工程學系甲組,物x1.00 化x1.00 數甲x1.00 自x1.00 英x1.00,253,,-----,-----,-----,-----,-----,,,物理 化學 數學甲 自然 英文,3,0,3,2,1,0,0,3
國立陽明交通大學,材料科學與工程學系乙組,物x1.00 化x1.00 數甲x1.00 自x1.00 英x1.00,246,物 58,-----,-----,-----,-----,-----,,,物理 化學 數學甲 自然 英文,7,12,19,18,1,0,0,19
國立陽明交通大學,機械工程學系,數甲x1.00 物x1.00 英x1.00 化x1.00,182,數甲 41,-----,-----,-----,-----,-----,1.國文(均標),,數學甲 物理 英文 化學,32,2,34,29,5,0,0,34
國立陽明交通大學,土木工程學系,數甲x1.00 物x1.00 英x1.00 化x1.00,169,數甲 40,170.1,-----,-----,-----,-----,,,數學甲 物理 英文 化學,18,13,31,24,7,2,0,33
國立陽明交通大學,理學院科學學士學位學程甲組,物x1.00 數甲x1.00 化x1.00 英x1.00,190,,-----,-----,-----,-----,-----,,,物理 數學甲 化學 英文,5,2,7,6,1,0,0,7
國立陽明交通大學,電子物理學系光電與奈米科學組,物x1.00 英x1.00 數甲x1.00 化x1.00,196,物 56,-----,-----,-----,-----,-----,,,物理 英文 數學甲 化學,4,0,4,3,1,0,0,4
國立陽明交通大學,電子物理學系電子物理組,物x1.00 數甲x1.00 英x1.00 化x1.00,194,物 49,-----,-----,-----,-----,-----,,,物理 數學甲 英文 化學,6,7,13,7,6,0,0,13
國立陽明交通大學,應用化學系,化x1.50 物x1.00 數甲x1.00 英x1.00 國x1.00,252.5,化 47 物 49,-----,-----,-----,-----,-----,,,化學 物理 數學甲 英文 國文,14,17,31,21,10,0,0,31
國立陽明交通大學,應用數學系,數甲x2.00 物x1.50 化x1.00 英x1.50,275.5,,-----,-----,-----,-----,-----,,,數學甲 物理 化學 英文,9,4,13,11,2,0,0,13
國立陽明交通大學,生物科技學系甲組,生x1.50 化x1.25 英x1.25 數甲x1.00 物x1.00,263.5,,-----,-----,-----,-----,-----,,,生物 化學 英文 數學甲 物理,12,5,17,9,8,0,0,17
國立陽明交通大學,生物科技學系乙組,數甲x1.25 化x1.25 物x1.25 英x1.00,209.5,,-----,-----,-----,-----,-----,,,數學甲 化學 物理 英文,4,0,4,3,1,0,0,4
國立陽明交通大學,資訊管理與財務金融學系資訊管理組,數甲x2.00 英x1.50 國x1.00,227.5,,-----,-----,-----,-----,-----,,,數學甲 英文 國文,3,0,3,1,2,0,0,3
國立陽明交通大學,資訊管理與財務金融學系財務金融組(自然組),數甲x2.00 英x2.00 國x1.00,253,,-----,-----,-----,-----,-----,,,數學甲 英文 國文,2,1,3,2,1,0,0,3
國立陽明交通大學,資訊管理與財務金融學系財務金融組(社會組),數Ax1.50 英x1.50 公x1.00,204.5,,-----,-----,-----,-----,-----,,,數學A 英文 公民與社會,1,0,1,1,0,0,0,1
國立陽明交通大學,管理科學系(自然組),英x1.50 數甲x1.00 國x1.00,170,,-----,-----,-----,-----,-----,,,英文 數學甲 國文,5,0,5,3,2,0,0,5
國立陽明交通大學,管理科學系(社會組),英x1.50 數Ax1.00 歷x1.00,163,英 50 數A 44,-----,-----,-----,-----,-----,1.國文(前標),,英文 數學A 歷史,12,0,12,5,7,0,0,12
國立陽明交通大學,運輸與物流管理學系,數甲x1.50 英x1.50 國x1.00 物x1.00,218.5,,-----,-----,-----,-----,-----,,,數學甲 英文 國文 物理,12,0,12,10,2,0,0,12
國立陽明交通大學,工業工程與管理學系,數甲x1.50 英x1.50 國x1.00 物x1.00,226.5,數甲 42,-----,-----,-----,-----,-----,,,數學甲 英文 國文 物理,19,5,24,16,8,0,0,24
國立陽明交通大學,外國語文學系,英x2.00 國x1.50 地x1.00 歷x1.00,272.5,英 52,-----,-----,-----,-----,-----,,,英文 國文 地理 歷史,10,12,22,8,14,0,0,22
國立陽明交通大學,傳播與科技學系,國x1.50 英x1.50 歷x1.00 地x1.00,251.5,,-----,-----,-----,-----,-----,1.數學A(均標) 或數學B(均標),,國文 英文 歷史 地理,10,9,19,2,17,0,0,19
國立陽明交通大學,人文社會學系,國x1.00 英x1.00 公x1.00 歷x1.00 地x1.00,239,國 48 英 30,-----,-----,-----,-----,-----,,,國文 英文 公民與社會 歷史 地理,16,20,36,12,24,0,0,36
國立陽明交通大學,醫學系(自費),英x1.00 生x1.00 化x1.00 數甲x1.00 物x1.00,278,英 60,315.9,-----,-----,-----,-----,1.國文(前標) 2.數學A(前標),,英文 生物 化學 數學甲 物理,28,10,38,34,4,1,0,39
國立陽明交通大學,醫學系(公費),英x1.00 生x1.00 化x1.00 數甲x1.00 物x1.00,255,英 59,-----,-----,-----,-----,-----,1.國文(前標) 2.數學A(前標),,英文 生物 化學 數學甲 物理,3,4,7,7,0,0,0,7
國立陽明交通大學,牙醫學系,生x1.00 化x1.00 英x1.00 數甲x1.00 物x1.00,271,生 60,340.2,-----,-----,-----,-----,1.國文(前標) 2.數學A(前標),A級,生物 化學 英文 數學甲 物理,16,5,21,18,3,0,1,22
國立陽明交通大學,醫學生物技術暨檢驗學系,化x2.00 英x1.75 生x1.75 數甲x1.00,301.25,化 43,-----,-----,-----,-----,-----,1.數學A(後標),,化學 英文 生物 數學甲,15,11,26,11,15,0,0,26
國立陽明交通大學,生物醫學影像暨放射科學系,數甲x1.25 化x1.25 物x1.25 英x1.00 生x1.00,246.5,,-----,-----,-----,-----,-----,1.數學A(均標),,數學甲 化學 物理 英文 生物,15,5,20,8,12,0,0,20
國立陽明交通大學,物理治療暨輔助科技學系,生x1.25 英x1.25 物x1.00 數甲x1.00 化x1.00,258.5,生 52,-----,-----,-----,-----,-----,1.數學A(均標),,生物 英文 物理 數學甲 化學,20,0,20,12,8,0,0,20
國立陽明交通大學,護理學系,英x1.50 生x1.00 化x1.00 數甲x1.00 國x1.00,238,,-----,-----,-----,-----,-----,1.數學A(後標),A級,英文 生物 化學 數學甲 國文,9,8,17,4,13,0,0,17
國立陽明交通大學,生命科學系暨基因體科學研究所,數甲x1.00 物x1.00 化x1.25 生x1.50 英x1.25,262,,-----,-----,-----,-----,-----,1.數學A(均標),,數學甲 物理 化學 生物 英文,5,9,14,9,5,0,0,14
國立陽明交通大學,生物醫學工程學系,數甲x1.00 物x1.00 化x1.00 英x1.00,181,數甲 38,-----,-----,-----,-----,-----,1.數學A(均標),,數學甲 物理 化學 英文,9,9,18,15,3,0,0,18
國立陽明交通大學,學士班大一大二不分系,數甲x1.00 物x1.00 化x1.25 生x1.50 英x1.25,296.5,,-----,-----,-----,-----,-----,1.數學A(均標),,數學甲 物理 化學 生物 英文,3,1,4,4,0,0,0,4
國立陽明交通大學,藥學系,化x1.00 數甲x1.00 英x1.00 生x1.00 物x1.00,253,化 40 數甲 51,-----,-----,-----,-----,-----,1.國文(均標) 2.數學A(均標),,化學 數學甲 英文 生物 物理,8,3,11,7,4,0,0,11
淡江大學,中國文學學系,國x2.00 歷x1.50 英x1.00,89,,-----,-----,-----,-----,-----,,,國文 歷史 英文,21,18,39,20,18,0,0,38
淡江大學,歷史學系,歷x2.00 國x1.50 英x1.00,119,,-----,-----,-----,-----,-----,,,歷史 國文 英文,22,26,48,28,20,0,0,48
淡江大學,資訊與圖書館學系,國x2.00 英x1.00 公x1.00,105,,-----,-----,-----,-----,-----,,,國文 英文 公民與社會,35,14,49,19,30,0,0,49
淡江大學,大眾傳播學系,英x1.00 國x1.00 公x1.00,92,,102.6,-----,-----,-----,-----,,,英文 國文 公民與社會,28,46,74,32,42,1,0,75
淡江大學,資訊傳播學系,國x2.00 英x1.00 數Bx1.00 公x1.00,142,國 39,172.35,-----,-----,-----,-----,,,國文 英文 數學B 公民與社會,18,12,30,10,20,1,0,31
淡江大學,教育科技學系,國x1.00 英x1.00 公x1.50,71,國 37,-----,-----,-----,-----,-----,,,國文 英文 公民與社會,31,8,39,14,25,0,0,39
淡江大學,教育與未來設計學系,英x1.00 國x1.00 公x1.00,55,,-----,-----,-----,-----,-----,,,英文 國文 公民與社會,15,17,32,15,16,0,0,31
淡江大學,英文學系,英x2.00 國x1.00 歷x1.00,71,,-----,-----,-----,-----,-----,,,英文 國文 歷史,47,24,71,27,29,0,0,56
淡江大學,英文學系全英語學士班,英x2.00 國x1.00 歷x1.00,83,,-----,-----,-----,-----,-----,,,英文 國文 歷史,10,23,33,1,4,0,0,5
淡江大學,法國語文學系,英x1.00 國x1.00 歷x1.00,56,,-----,-----,-----,-----,-----,,,英文 國文 歷史,25,18,43,15,28,0,0,43
淡江大學,德國語文學系,英x1.00 國x1.00 地x1.00,58,,-----,-----,-----,-----,-----,,,英文 國文 地理,26,9,35,7,15,0,0,22
淡江大學,西班牙語文學系,英x1.00 國x1.00 歷x1.00,74,,-----,-----,-----,-----,-----,,,英文 國文 歷史,15,16,31,11,20,0,0,31
淡江大學,日本語文學系,國x1.50 英x1.50 歷x1.00,117,,-----,-----,-----,-----,-----,,,國文 英文 歷史,50,48,98,54,44,0,0,98
淡江大學,俄國語文學系,英x1.50 國x1.00 歷x1.00,73.5,,-----,-----,-----,-----,-----,,,英文 國文 歷史,19,18,37,0,3,0,0,3
淡江大學,財務金融學系,數Bx2.00 英x1.50 國x1.00 公x1.00,170.5,,178.4,-----,-----,-----,-----,,,數學B 英文 國文 公民與社會,30,53,83,48,35,0,1,84
淡江大學,財務金融學系全球財務管理全英語學士班,數Bx2.00 英x2.00 國x1.00 公x1.00,85,,-----,-----,-----,-----,-----,,,數學B 英文 國文 公民與社會,9,21,30,16,12,0,0,28
淡江大學,產業經濟學系,數Bx1.50 英x2.00 國x1.00 公x2.00,142.5,,-----,-----,-----,-----,-----,,,數學B 英文 國文 公民與社會,17,31,48,24,24,0,0,48
淡江大學,國際企業學系經貿管理組,英x1.50 數Bx2.00 國x1.00 歷x1.00,138.5,英 19,-----,-----,-----,-----,-----,,,英文 數學B 國文 歷史,20,40,60,25,35,0,0,60
淡江大學,國際企業學系國際商學全英語組,英x2.00 數Bx2.00 國x1.00 歷x1.00,78,,-----,-----,-----,-----,-----,,,英文 數學B 國文 歷史,12,27,39,7,13,0,0,20
淡江大學,風險管理與保險學系,數Bx2.00 英x1.50 國x1.00 歷x1.00,92.5,,-----,-----,-----,-----,-----,,,數學B 英文 國文 歷史,32,49,81,47,34,0,0,81
淡江大學,經濟學系,數Bx2.00 英x1.50 國x1.00 公x1.00,132,,135.6,-----,-----,-----,-----,,,數學B 英文 國文 公民與社會,43,38,81,49,32,1,0,82
淡江大學,會計學系,英x1.50 公x1.50 國x1.50 數Bx1.00,154,英 13,-----,-----,-----,-----,-----,,,英文 公民與社會 國文 數學B,71,63,134,45,89,0,0,134
淡江大學,企業管理學系,英x2.00 國x1.50 歷x1.50 數Bx1.00,155,,155.4,-----,159.75,-----,-----,,,英文 國文 歷史 數學B,30,56,86,41,45,1,2,89
淡江大學,統計學系,數Bx1.50 地x1.50 國x1.00,75,,-----,-----,-----,-----,-----,,,數學B 地理 國文,28,43,71,42,20,0,0,62
淡江大學,資訊管理學系,數Bx1.00 英x2.00 公x1.50,108.5,數B 22,113.7,-----,-----,-----,-----,,,數學B 英文 公民與社會,60,30,90,56,34,0,1,91
淡江大學,運輸管理學系,國x2.00 地x1.50 數Bx1.00,141.5,國 34,-----,-----,-----,-----,-----,,,國文 地理 數學B,17,10,27,19,8,0,0,27
淡江大學,公共行政學系,國x1.50 公x1.00 歷x1.00,123.5,國 37,125.35,-----,-----,-----,-----,,,國文 公民與社會 歷史,30,21,51,21,30,1,1,53
淡江大學,管理科學學系,國x2.00 數Bx1.00 英x1.00 公x1.00,106,,112.5,-----,-----,-----,-----,,,國文 數學B 英文 公民與社會,13,26,39,20,19,1,0,40
淡江大學,外交與國際關係學系全英語學士班,英x1.50 歷x1.00 國x1.00,81.5,,-----,-----,-----,-----,-----,,,英文 歷史 國文,13,10,23,1,4,0,0,5
淡江大學,國際觀光管理學系全英語學士班,英x1.25 國x1.00 地x1.00,64.75,,-----,-----,-----,-----,-----,,,英文 國文 地理,11,2,13,8,3,0,0,11
淡江大學,全球政治經濟學系全英語學士班,英x2.00 國x1.00 公x1.00,74,,-----,-----,-----,-----,-----,,,英文 國文 公民與社會,8,27,35,2,2,0,0,4
淡江大學,理學院尖端材料科學學士學位學程,物x2.00 化x2.00 數Ax1.00,107,,-----,-----,-----,-----,-----,,,物理 化學 數學A,10,6,16,12,4,0,0,16
淡江大學,數學學系數學組,數甲x2.00 英x1.00 國x1.00,90,數甲 20,-----,-----,-----,-----,-----,,,數學甲 英文 國文,9,8,17,11,6,0,0,17
淡江大學,數學學系資料科學與數理統計組,數甲x2.00 英x1.00 國x1.00,87,,-----,-----,-----,-----,-----,,,數學甲 英文 國文,8,14,22,15,7,0,0,22
淡江大學,化學學系化學與生物化學組,英x1.00 化x1.25 數Ax1.00,82.75,,-----,-----,-----,-----,-----,,,英文 化學 數學A,15,3,18,5,13,0,0,18
淡江大學,化學學系材料化學組,英x1.00 化x1.25 數Ax1.00,84.75,,-----,-----,-----,-----,-----,,,英文 化學 數學A,15,7,22,13,9,0,0,22
淡江大學,物理學系光電物理組,物x2.00 數Ax1.00 英x1.00,92,物 27,-----,-----,-----,-----,-----,,,物理 數學A 英文,14,15,29,23,6,0,0,29
淡江大學,物理學系應用物理組,物x2.00 數Ax1.00 英x1.00,89,物 25 數A 19,-----,-----,-----,-----,-----,,,物理 數學A 英文,16,12,28,25,3,0,0,28
淡江大學,建築學系,數甲x1.25 英x1.50 國x2.00,153.75,,-----,-----,-----,-----,-----,,,數學甲 英文 國文,10,12,22,7,15,0,0,22
淡江大學,土木工程學系,物x1.50 數甲x1.00 國x2.00,122,,135.45,-----,-----,-----,-----,,,物理 數學甲 國文,18,21,39,33,6,1,0,40
