校名,系組名,採計及加權,普通生錄取分數,普通生同分參酌,原住民錄取分數,退伍軍人錄取分數,僑生錄取分數,蒙藏生錄取分數,派外子女錄取分數,檢定科目及標準-學科能力測驗,檢定科目及標準-英聽,同分參酌順序,核定名額,回流名額,招生名額,錄取人數-男,錄取人數-女,外加錄取-男,外加錄取-女,錄取總人數（含外加）
國立中山大學,中國文學系,國x2.00 歷x1.00 英x1.00 地x1.00,232,國 50 歷 50 英 40,-----,-----,-----,-----,-----,,,國文 歷史 英文 地理,7,16,23,7,16,0,0,23
國立中山大學,外國語文學系,英x2.00 國x1.50 歷x1.00 地x1.00,261.5,英 47,-----,-----,-----,-----,-----,,,英文 國文 歷史 地理,6,15,21,9,12,0,0,21
國立中山大學,音樂學系,術科x2.00 英x1.00 國x1.00 歷x1.00,180.72,,-----,-----,-----,-----,-----,,,術科 英文 國文 歷史,4,17,21,10,10,0,0,20
國立中山大學,劇場藝術學系(男),國x2.00 英x2.00 歷x1.00,208,,-----,-----,-----,-----,-----,,,國文 英文 歷史,1,4,5,5,0,0,0,5
國立中山大學,劇場藝術學系(女),國x2.00 英x2.00 歷x1.00,215,國 48,-----,-----,-----,-----,-----,,,國文 英文 歷史,1,9,10,0,10,0,0,10
國立中山大學,生物科學系,生x1.50 化x1.25 英x1.25 數甲x1.00 國x1.00,240,,-----,-----,-----,-----,-----,,,生物 化學 英文 數學甲 國文,3,9,12,5,7,0,0,12
國立中山大學,生物科學系英語組,生x1.50 化x1.25 英x1.50 數甲x1.00 國x1.00,246.75,,-----,-----,-----,-----,-----,1.英文(均標),,生物 化學 英文 數學甲 國文,3,8,11,6,5,0,0,11
國立中山大學,化學系,化x2.00 物x1.00 數甲x1.00 英x1.00 國x1.00,248,化 39 物 48,-----,-----,-----,-----,-----,,,化學 物理 數學甲 英文 國文,10,9,19,12,7,0,0,19
國立中山大學,化學系英語組,化x1.00 物x1.00 數甲x1.00 英x2.00 國x1.00,253,化 37 物 47,-----,-----,-----,-----,-----,1.英文(均標),,化學 物理 數學甲 英文 國文,9,1,10,9,1,0,0,10
國立中山大學,物理學系,物x1.50 數甲x1.75 英x1.75 化x1.00 國x1.00,287.5,,-----,-----,-----,-----,-----,,,物理 數學甲 英文 化學 國文,7,3,10,6,4,0,0,10
國立中山大學,物理學系量子科技組(全英),物x1.50 數甲x1.75 英x2.00 化x1.00 國x1.00,294.25,,-----,-----,-----,-----,-----,1.英文(均標),,物理 數學甲 英文 化學 國文,6,10,16,14,2,0,0,16
國立中山大學,應用數學系,數甲x2.00 英x1.00 物x1.50,178,數甲 42,-----,-----,-----,-----,-----,,,數學甲 英文 物理,3,13,16,13,3,0,0,16
國立中山大學,應用數學系英語組,數甲x2.00 英x1.50 物x1.00,171.5,數甲 35,-----,-----,-----,-----,-----,1.英文(均標),,數學甲 英文 物理,4,13,17,12,5,0,0,17
國立中山大學,電機工程學系,數甲x2.00 英x1.50 物x1.50 化x1.00,277.5,數甲 48,-----,-----,-----,-----,-----,1.英文(均標),,數學甲 英文 物理 化學,8,8,16,14,2,0,0,16
國立中山大學,電機工程學系全英語組,數甲x2.00 英x2.00 物x1.50 化x1.00,287,數甲 43,-----,-----,-----,-----,-----,1.英文(前標),,數學甲 英文 物理 化學,13,26,39,34,5,0,0,39
國立中山大學,機械與機電工程學系,數甲x2.00 物x1.50 英x1.50 化x1.00 國x1.00,286.5,數甲 35,-----,-----,-----,-----,-----,,,數學甲 物理 英文 化學 國文,11,13,24,18,6,0,0,24
國立中山大學,機械與機電工程學系全英語組,英x2.00 數甲x2.00 物x1.50 化x1.00,267,英 52,-----,-----,-----,-----,-----,,,英文 數學甲 物理 化學,5,2,7,7,0,0,0,7
國立中山大學,資訊工程學系,數甲x2.00 英x1.00 物x2.00,230,數甲 42,-----,-----,-----,-----,-----,,,數學甲 英文 物理,11,12,23,20,3,0,0,23
國立中山大學,資訊工程學系全英語學士班,數甲x2.00 英x2.00 物x1.00 國x1.00,271,,-----,-----,-----,-----,-----,,,數學甲 英文 物理 國文,8,2,10,4,6,0,0,10
國立中山大學,光電工程學系,數甲x2.00 物x2.00 英x1.00 化x1.00,252,數甲 37,-----,-----,-----,-----,-----,,,數學甲 物理 英文 化學,4,8,12,12,0,0,0,12
國立中山大學,光電工程學系全英語組,數甲x2.00 物x2.00 英x1.50 化x1.00,275.5,,-----,-----,-----,-----,-----,1.英文(均標),,數學甲 物理 英文 化學,4,1,5,5,0,0,0,5
國立中山大學,材料與光電科學學系甲組,數甲x2.00 物x2.00 英x1.00,222,,-----,-----,-----,-----,-----,,,數學甲 物理 英文,3,4,7,7,0,0,0,7
國立中山大學,材料與光電科學學系乙組,物x2.00 化x2.00 數甲x1.00,233,物 53,-----,-----,-----,-----,-----,,,物理 化學 數學甲,3,4,7,7,0,0,0,7
國立中山大學,材料與光電科學學系全英語組,數甲x1.00 物x2.00 化x2.00 英x1.00,260,數甲 31,-----,-----,-----,-----,-----,,,數學甲 物理 化學 英文,6,5,11,11,0,0,0,11
國立中山大學,企業管理學系(社會組),英x2.00 數Bx2.00 公x1.00,217,英 44,-----,-----,-----,-----,-----,,,英文 數學B 公民與社會,10,13,23,10,13,0,0,23
國立中山大學,企業管理學系(自然組),英x2.00 數甲x2.00 國x1.00,205,英 45,-----,-----,-----,-----,-----,,,英文 數學甲 國文,9,1,10,5,5,0,0,10
國立中山大學,資訊管理學系,數甲x2.00 英x2.00 國x1.50,236.5,,-----,-----,-----,-----,-----,,,數學甲 英文 國文,11,15,26,15,11,0,0,26
國立中山大學,財務管理學系,公x2.00 英x1.00 國x1.00,205,公 53 英 57,206,-----,-----,-----,-----,,,公民與社會 英文 國文,6,12,18,6,12,0,1,19
國立中山大學,國際經營管理全英語學士學位學程,英x2.00 數Bx1.50 公x1.50,227,,-----,-----,-----,-----,-----,1.英文(均標),A級,英文 數學B 公民與社會,5,3,8,2,6,0,0,8
國立中山大學,海洋生物科技暨資源學系,英x1.50 生x1.50 化x1.50 數甲x1.00,196,英 43,-----,-----,-----,-----,-----,,C級,英文 生物 化學 數學甲,10,9,19,12,7,0,0,19
國立中山大學,海洋環境及工程學系,物x1.50 化x1.00 數甲x1.50 英x1.25,193.25,,-----,-----,-----,-----,-----,,,物理 化學 數學甲 英文,6,13,19,15,4,0,0,19
國立中山大學,海洋科學系,英x1.25 國x1.00 數甲x1.00 化x1.00,164.25,,-----,-----,-----,-----,-----,,,英文 國文 數學甲 化學,4,11,15,7,8,0,0,15
國立中山大學,政治經濟學系,英x1.50 數Ax1.50 國x1.00 公x1.00,210,,-----,-----,-----,-----,-----,1.數學A(均標),,英文 數學A 國文 公民與社會,10,15,25,11,14,0,0,25
國立中山大學,社會學系,公x2.00 英x2.00 地x1.00,230,,-----,-----,-----,-----,-----,,,公民與社會 英文 地理,12,11,23,9,14,0,0,23
國立中山大學,人文暨科技跨領域學士學位學程,英x1.50 國x1.25 數甲x1.00,155.25,,-----,-----,-----,-----,-----,,,英文 國文 數學甲,15,3,18,12,6,0,0,18
長庚大學,醫學系(自費),生x1.00 英x1.00 化x1.00 數甲x1.00 物x1.00,269,生 56  英 52 化 56,311.85,-----,-----,-----,-----,1.國文(前標),,生物 英文 化學 數學甲 物理,21,29,50,36,14,0,1,51
長庚大學,醫學系(公費),生x1.00 英x1.00 化x1.00 數甲x1.00 物x1.00,254,生 59,-----,-----,-----,-----,-----,1.國文(前標),,生物 英文 化學 數學甲 物理,4,0,4,4,0,0,0,4
長庚大學,中醫學系,生x1.00 英x1.00 化x1.00 數甲x1.00 國x1.00,261,生 59 英 57,283.5,-----,-----,-----,-----,,,生物 英文 化學 數學甲 國文,11,10,21,6,15,0,1,22
長庚大學,護理學系,英x1.50 生x1.50 國x1.00 化x1.00,191,,-----,-----,-----,-----,-----,,,英文 生物 國文 化學,31,7,38,3,35,0,0,38
長庚大學,醫學生物技術暨檢驗學系,生x1.50 化x1.50 英x1.00 數Ax1.00,206.5,,-----,-----,-----,-----,-----,,,生物 化學 英文 數學A,18,9,27,7,20,0,0,27
長庚大學,醫學影像暨放射科學系,物x1.25 英x1.25 數甲x1.25 生x1.00 化x1.00,207.75,物 42,-----,-----,-----,-----,-----,,,物理 英文 數學甲 生物 化學,11,10,21,12,9,0,0,21
長庚大學,物理治療學系,英x1.50 生x1.50 物x1.25 化x1.00,240.5,,-----,-----,-----,-----,-----,,,英文 生物 物理 化學,16,3,19,11,8,0,0,19
長庚大學,職能治療學系,英x1.50 生x1.50 國x1.25,211,,-----,-----,-----,-----,-----,1.數學A(後標) 或數學B(後標),,英文 生物 國文,13,3,16,2,14,0,0,16
長庚大學,生物醫學系,化x1.25 生x1.25 英x1.25 數甲x1.00 物x1.00,186.5,化 28,189.5,-----,-----,-----,-----,,,化學 生物 英文 數學甲 物理,26,6,32,10,22,1,0,33
長庚大學,呼吸治療學系,英x1.50 生x1.00 化x1.00,147.5,英 43 生 48,-----,-----,-----,-----,-----,,,英文 生物 化學,14,0,14,4,10,0,0,14
長庚大學,電機工程學系,物x1.50 數甲x1.50 英x1.25 國x1.00,198.75,,-----,-----,-----,-----,-----,,,物理 數學甲 英文 國文,28,4,32,24,8,0,0,32
長庚大學,機械工程學系,物x1.25 數甲x1.00 英x1.00,99,物 36,-----,-----,-----,-----,-----,,,物理 數學甲 英文,17,10,27,22,5,0,0,27
長庚大學,化工與材料工程學系,數甲x1.00 英x1.00 化x1.00 物x1.00,132,,-----,-----,-----,-----,-----,,,數學甲 英文 化學 物理,16,6,22,11,11,0,0,22
長庚大學,電子工程學系,物x1.00 數甲x1.00 化x1.00 英x1.00,124,物 37 數甲 31,-----,-----,-----,-----,-----,,,物理 數學甲 化學 英文,32,8,40,25,15,0,0,40
長庚大學,資訊工程學系,數甲x1.00 物x1.00 英x1.00 國x1.00,149,數甲 33,-----,-----,-----,-----,-----,,,數學甲 物理 英文 國文,19,5,24,16,8,0,0,24
長庚大學,生物醫學工程學系,數甲x1.25 物x1.00 化x1.00 英x1.00,154.75,,-----,-----,-----,-----,-----,,,數學甲 物理 化學 英文,7,7,14,4,10,0,0,14
長庚大學,人工智慧學系,數甲x1.50 英x1.00 物x1.25 化x1.00,138.75,,-----,-----,-----,-----,-----,1.英文(均標),,數學甲 英文 物理 化學,12,0,12,6,6,0,0,12
長庚大學,醫務管理學系,英x1.50 國x1.00 公x1.00,125.5,英 29,136.9,-----,-----,-----,-----,,,英文 國文 公民與社會,14,11,25,9,16,0,1,26
長庚大學,工商管理學系(數智商務組),英x1.00 國x1.00 公x1.00,84,英 16,84.7,-----,-----,-----,-----,1.數學A(後標) 或數學B(均標),,英文 國文 公民與社會,10,5,15,5,10,1,0,16
長庚大學,工商管理學系(工商創業組),英x1.00 國x1.00 歷x1.00,68,,-----,-----,-----,-----,-----,1.數學A(後標) 或數學B(均標),,英文 國文 歷史,10,3,13,6,7,0,0,13
長庚大學,工業設計學系,英x2.00 國x1.50 公x1.00,124,,-----,-----,-----,-----,-----,1.數學A(後標) 或數學B(後標),,英文 國文 公民與社會,7,8,15,5,10,0,0,15
長庚大學,資訊管理學系,英x1.50 國x1.25 公x1.00,123.5,,-----,-----,-----,-----,-----,1.數學A(後標) 或數學B(均標),,英文 國文 公民與社會,16,8,24,13,11,0,0,24
長庚大學,數位金融科技學系(甲組),數甲x2.00 英x2.00 國x1.50,192.5,,-----,-----,-----,-----,-----,1.英文(後標),,數學甲 英文 國文,4,0,4,2,2,0,0,4
長庚大學,數位金融科技學系(乙組),國x1.50 英x2.00 公x2.00,143.5,,-----,-----,-----,-----,-----,1.數學B(均標),,國文 英文 公民與社會,9,3,12,6,6,0,0,12
國立臺中教育大學,教育學系,國x1.50 數Bx1.50 英x1.00 歷x1.00 地x1.00,239.5,,-----,-----,-----,-----,-----,,,國文 數學B 英文 歷史 地理,13,11,24,9,15,0,0,24
國立臺中教育大學,特殊教育學系,國x1.00 英x1.00 數Bx1.00 公x1.00,143,國 44 英 21,163.35,-----,-----,-----,-----,,,國文 英文 數學B 公民與社會,17,12,29,5,24,0,1,30
國立臺中教育大學,幼兒教育學系,國x1.50 英x1.25 公x1.00,150,國 41 英 34,158.8,-----,-----,-----,-----,1.國文(均標),,國文 英文 公民與社會,8,10,18,1,17,0,1,19
國立臺中教育大學,體育學系,數Bx2.00 國x2.00 英x2.00 生x1.00 術科x1.00,239.35,,-----,-----,-----,-----,-----,,,數學B 國文 英文 生物 術科,3,3,6,4,2,0,0,6
國立臺中教育大學,語文教育學系,國x2.00 歷x1.25 英x1.25 地x1.00 數Bx1.00,260.25,國 48,-----,-----,-----,-----,-----,,,國文 歷史 英文 地理 數學B,10,4,14,3,11,0,0,14
國立臺中教育大學,區域與社會發展學系,歷x2.00 地x2.00 公x2.00 國x1.00 英x1.00,353,,-----,-----,-----,-----,-----,1.數學A(底標) 或數學B(後標),,歷史 地理 公民與社會 國文 英文,26,9,35,14,21,0,0,35
國立臺中教育大學,諮商與應用心理學系,國x2.00 英x2.00 公x1.00,220,國 46,-----,-----,-----,-----,-----,1.數學A(底標) 或數學B(底標),,國文 英文 公民與社會,16,10,26,6,20,0,0,26
國立臺中教育大學,美術學系,術科x2.00 國x1.00 英x1.00 歷x1.00,234.02,,-----,-----,-----,-----,-----,,,術科 國文 英文 歷史,9,5,14,5,9,0,0,14
國立臺中教育大學,音樂學系,術科x2.00 英x1.00 國x1.00 歷x1.00,244.56,,-----,-----,-----,-----,-----,,,術科 英文 國文 歷史,4,2,6,0,6,0,0,6
國立臺中教育大學,台灣語文學系,國x1.00 英x1.00 歷x1.00 地x1.00,156,國 45,184.95,-----,-----,-----,-----,,,國文 英文 歷史 地理,20,8,28,9,19,0,1,29
國立臺中教育大學,英語學系,英x2.00 歷x1.00 數Bx1.00,88,,-----,-----,-----,-----,-----,,A級,英文 歷史 數學B,26,14,40,12,20,0,0,32
國立臺中教育大學,數學教育學系,數Ax1.50 國x1.00 英x1.00 物x1.00,151.5,,-----,-----,-----,-----,-----,,,數學A 國文 英文 物理,11,1,12,8,4,0,0,12
國立臺中教育大學,科學教育與應用學系,英x1.00 國x1.00 化x2.00 物x2.00 數甲x1.00,199,英 30,-----,-----,-----,-----,-----,,,英文 國文 化學 物理 數學甲,15,12,27,17,10,0,0,27
國立臺中教育大學,資訊工程學系,數甲x1.25 英x1.00 國x1.00,120.5,數甲 38,-----,-----,-----,-----,-----,,,數學甲 英文 國文,10,18,28,16,12,0,0,28
國立臺中教育大學,數位內容科技學系,數Bx1.50 英x1.00 國x1.00 物x1.00,166.5,數B 41,-----,-----,-----,-----,-----,,,數學B 英文 國文 物理,10,1,11,4,7,0,0,11
國立臺中教育大學,國際企業學系,英x1.50 國x1.25 數Bx1.00 公x1.00,181.5,,182.8,-----,-----,-----,-----,,,英文 國文 數學B 公民與社會,21,14,35,7,28,1,0,36
國立臺中教育大學,文化創意產業設計與營運學系,英x2.00 公x2.00 國x1.00,193,英 32,-----,-----,-----,-----,-----,,,英文 公民與社會 國文,19,10,29,10,19,0,0,29
國立臺北教育大學,教育學系,國x1.50 英x1.50 數Bx1.25 歷x1.00 公x1.00,258.25,國 53,260.8,-----,-----,-----,-----,,,國文 英文 數學B 歷史 公民與社會,14,10,24,9,15,0,1,25
國立臺北教育大學,教育經營與管理學系,英x1.50 國x1.50 數Bx1.50 公x1.00,221.5,英 41,-----,-----,-----,-----,-----,,,英文 國文 數學B 公民與社會,13,10,23,6,17,0,0,23
國立臺北教育大學,幼兒與家庭教育學系,國x1.50 英x1.50 數Bx1.00 歷x1.00 地x1.00,243,國 45,-----,-----,-----,-----,-----,,,國文 英文 數學B 歷史 地理,13,14,27,3,24,0,0,27
國立臺北教育大學,特殊教育學系(文組),英x2.00 國x1.50 地x1.50 數Bx1.00,253.5,,-----,-----,-----,-----,-----,,,英文 國文 地理 數學B,6,3,9,0,9,0,0,9
國立臺北教育大學,特殊教育學系(理組),英x2.00 國x1.50 物x1.50 數Bx1.00,221.5,,-----,-----,-----,-----,-----,,,英文 國文 物理 數學B,6,2,8,2,6,0,0,8
國立臺北教育大學,心理與諮商學系,數Bx1.50 英x1.25 國x1.25 公x1.00 歷x1.00,264.5,,274,-----,-----,-----,-----,,,數學B 英文 國文 公民與社會 歷史,19,5,24,8,16,0,1,25
國立臺北教育大學,社會與區域發展學系,英x2.00 數Bx1.00 國x1.00 地x1.50 歷x1.50,291.5,,-----,-----,-----,-----,-----,,,英文 數學B 國文 地理 歷史,10,17,27,12,15,0,0,27
國立臺北教育大學,兒童英語教育學系,英x2.00 國x1.00 數Bx1.00 歷x1.00,209,英 45 國 47,-----,-----,-----,-----,-----,1.英文(前標),,英文 國文 數學B 歷史,5,12,17,2,15,0,0,17
國立臺北教育大學,語文與創作學系語文師資組,國x2.00 英x1.25 歷x1.00 數Bx1.00 地x1.00,260.5,,262.6,-----,-----,-----,-----,,,國文 英文 歷史 數學B 地理,14,10,24,6,18,1,0,25
國立臺北教育大學,語文與創作學系文學創作組,國x2.00 英x1.25 歷x1.00 地x1.00,233.5,國 55,-----,-----,-----,-----,-----,,,國文 英文 歷史 地理,15,7,22,6,16,0,0,22
國立臺北教育大學,文化創意產業經營學系,社x1.50 英x1.50 國x1.50 地x1.00 歷x1.00,279.5,,-----,-----,-----,-----,-----,1.國文(均標) 2.數學A(均標) 或數學B(均標),B級,社會 英文 國文 地理 歷史,8,10,18,5,13,0,0,18
國立臺北教育大學,藝術與造形設計學系設計組,英x1.50 數Bx2.00 國x1.25 歷x1.00,214.5,,-----,-----,-----,-----,-----,,,英文 數學B 國文 歷史,13,16,29,7,22,0,0,29
國立臺北教育大學,藝術與造形設計學系藝術組,國x1.50 英x1.50 歷x1.00 數Bx1.00,196,,-----,-----,-----,-----,-----,,,國文 英文 歷史 數學B,7,9,16,2,14,0,0,16
國立臺北教育大學,數學暨資訊教育學系數學組,數甲x2.00 國x1.50 英x1.00,168.5,,-----,-----,-----,-----,-----,,,數學甲 國文 英文,7,3,10,8,2,0,0,10
國立臺北教育大學,數學暨資訊教育學系人工智慧與資訊教育組,數甲x2.00 英x1.50 國x1.25,180.25,,-----,-----,-----,-----,-----,,,數學甲 英文 國文,7,6,13,12,1,0,0,13
國立臺北教育大學,自然科學教育學系,物x2.00 化x2.00 數甲x1.00 英x2.00,221,,-----,-----,-----,-----,-----,1.數學A(後標),,物理 化學 數學甲 英文,9,5,14,7,7,0,0,14
國立臺北教育大學,數位科技設計學系(創意設計組),英x1.00 國x1.00 公x1.00,138,英 35,-----,-----,-----,-----,-----,,,英文 國文 公民與社會,7,5,12,2,10,0,0,12
國立臺北教育大學,數位科技設計學系(資訊應用組),數甲x1.50 英x1.50 國x1.00,154.5,,-----,-----,-----,-----,-----,,,數學甲 英文 國文,6,3,9,8,1,0,0,9
國立臺北教育大學,資訊科學系,數甲x2.00 英x2.00 物x2.00 國x1.00,268,,-----,-----,-----,-----,-----,1.數學A(均標),,數學甲 英文 物理 國文,12,4,16,16,0,0,0,16
國立臺北教育大學,體育學系(男),術科x2.00 數Bx1.50 國x1.00 英x1.00 生x1.00,303,,-----,-----,-----,-----,-----,,,術科 數學B 國文 英文 生物,4,0,4,4,0,0,0,4
國立臺北教育大學,體育學系(女),術科x2.00 數Bx1.50 國x1.00 英x1.00 生x1.00,267.56,,-----,-----,-----,-----,-----,,,術科 數學B 國文 英文 生物,4,1,5,0,5,0,0,5
國立臺南大學,教育學系,公x2.00 國x1.50 英x1.00 數Bx1.00,207.5,,211.35,-----,-----,-----,-----,,,公民與社會 國文 英文 數學B,24,13,37,12,25,1,0,38
國立臺南大學,諮商與輔導學系,國x1.50 英x1.50 數Bx1.50 公x1.00,218,,248.75,-----,-----,-----,-----,,,國文 英文 數學B 公民與社會,14,6,20,4,16,0,1,21
國立臺南大學,特殊教育學系,英x1.50 數Bx1.50 公x1.00,120,英 29,127,-----,-----,-----,-----,,,英文 數學B 公民與社會,17,9,26,14,12,1,0,27
國立臺南大學,幼兒教育學系,國x2.00 英x1.50 數Bx1.00 公x1.00,193.5,,234,-----,-----,-----,-----,,,國文 英文 數學B 公民與社會,18,6,24,0,24,0,1,25
國立臺南大學,體育學系,術科x1.00 國x2.00 數Bx2.00 英x1.00 生x1.00,240.55,,-----,-----,-----,-----,-----,,,術科 國文 數學B 英文 生物,2,1,3,3,0,0,0,3
國立臺南大學,文化與自然資源學系,歷x2.00 地x2.00 國x1.00,220,,220.45,-----,-----,-----,-----,,,歷史 地理 國文,17,10,27,19,8,1,1,29
國立臺南大學,國語文學系,國x2.00 數Bx1.00 歷x1.00,150,國 47,-----,-----,-----,-----,-----,,,國文 數學B 歷史,24,21,45,14,31,0,0,45
國立臺南大學,英語學系,英x2.00 國x1.25 歷x1.00 地x1.00,200.75,,-----,-----,-----,-----,-----,,,英文 國文 歷史 地理,23,13,36,13,23,0,0,36
國立臺南大學,應用數學系,數甲x2.00 物x1.50 英x1.50 國x1.00,185,,-----,-----,-----,-----,-----,,,數學甲 物理 英文 國文,14,14,28,18,10,0,0,28
國立臺南大學,數位學習科技學系(數位學習系統組),數甲x2.00 英x1.75 國x1.50 物x1.00,209.25,,-----,-----,-----,-----,-----,,,數學甲 英文 國文 物理,8,4,12,10,2,0,0,12
國立臺南大學,數位學習科技學系(數位學習內容組),英x1.75 數Bx1.00 國x1.50 地x1.00,193.75,,-----,-----,-----,-----,-----,,,英文 數學B 國文 地理,7,4,11,6,5,0,0,11
國立臺南大學,材料科學系,物x1.50 化x1.50 數甲x1.00 英x1.00 國x1.00,215,物 41,-----,-----,-----,-----,-----,,,物理 化學 數學甲 英文 國文,15,14,29,20,9,0,0,29
國立臺南大學,資訊工程學系,數甲x1.00 英x2.00 物x1.50,165,數甲 34,-----,-----,-----,-----,-----,,,數學甲 英文 物理,10,16,26,21,5,0,0,26
國立臺南大學,電機工程學系,數甲x1.50 英x1.50 物x1.00 化x1.00 國x1.00,221,,-----,-----,-----,-----,-----,,,數學甲 英文 物理 化學 國文,12,13,25,20,5,0,0,25
國立臺南大學,綠色能源科技學系,數甲x2.00 物x1.50 化x1.00,125.5,,-----,-----,-----,-----,-----,,,數學甲 物理 化學,10,14,24,18,6,0,0,24
國立臺南大學,生物科技學系,生x2.00 國x1.50 化x1.50 英x1.00,220,,-----,-----,-----,-----,-----,,,生物 國文 化學 英文,12,13,25,10,15,0,0,25
國立臺南大學,生態暨環境資源學系,地x1.00 英x1.00 國x1.00,110,,110.7,-----,-----,-----,-----,,,地理 英文 國文,10,8,18,7,11,1,0,19
國立臺南大學,音樂學系,術科x2.00 國x1.00 歷x1.00,176.2,,-----,-----,-----,-----,-----,,,術科 國文 歷史,11,11,22,1,5,0,0,6
國立臺南大學,視覺藝術與設計學系,術科x2.00 國x2.00 英x1.00 歷x1.00,268.4,,-----,-----,-----,-----,-----,,,術科 國文 英文 歷史,10,2,12,3,9,0,0,12
國立臺南大學,戲劇創作與應用學系(男),國x2.00 英x2.00 歷x1.00 數Bx1.00,178,,-----,-----,-----,-----,-----,,,國文 英文 歷史 數學B,5,2,7,7,0,0,0,7
國立臺南大學,戲劇創作與應用學系(女),國x2.00 英x2.00 歷x1.00 數Bx1.00,191,,-----,-----,-----,-----,-----,,,國文 英文 歷史 數學B,6,5,11,0,11,0,0,11
國立臺南大學,行政管理學系,國x1.50 英x1.50 數Bx1.00 公x1.00 歷x1.00,229,國 49,-----,-----,-----,-----,-----,,,國文 英文 數學B 公民與社會 歷史,13,16,29,12,17,0,0,29
國立臺南大學,經營與管理學系,英x2.00 數Bx1.50 公x1.50 國x1.00,224,,-----,-----,-----,-----,-----,,,英文 數學B 公民與社會 國文,15,6,21,10,11,0,0,21
國立東華大學,應用數學系數學科學組,數甲x1.50 英x1.00 國x1.00,95.5,,-----,-----,-----,-----,-----,,,數學甲 英文 國文,12,4,16,13,3,0,0,16
國立東華大學,應用數學系統計科學組,數甲x1.50 英x1.00 國x1.00,96,,103.5,-----,-----,-----,-----,,,數學甲 英文 國文,12,4,16,11,5,0,1,17
國立東華大學,物理學系物理組,物x1.00 英x1.00 數甲x1.00 化x1.00,107,,-----,-----,-----,-----,-----,,,物理 英文 數學甲 化學,13,1,14,11,3,0,0,14
國立東華大學,物理學系奈米與光電科學組,物x1.00 英x1.00 數甲x1.00 化x1.00,112,,-----,-----,-----,-----,-----,,,物理 英文 數學甲 化學,11,0,11,10,1,0,0,11
國立東華大學,化學系,化x2.00 英x1.00 數甲x1.00 物x1.00,127,,-----,-----,-----,-----,-----,,,化學 英文 數學甲 物理,19,10,29,14,15,0,0,29
國立東華大學,生命科學系,生x1.75 化x1.50 英x1.75 國x1.00,164,,-----,-----,-----,-----,-----,,,生物 化學 英文 國文,15,11,26,12,14,0,0,26
國立東華大學,資訊工程學系資工組,數甲x1.50 英x1.25 國x1.00,137.5,,-----,-----,-----,-----,-----,,,數學甲 英文 國文,20,4,24,14,10,0,0,24
國立東華大學,資訊工程學系國際組,英x1.50 數甲x1.25 國x1.00,140.25,,-----,-----,-----,-----,-----,,,英文 數學甲 國文,8,2,10,7,3,0,0,10
國立東華大學,電機工程學系智慧系統組,數甲x1.00 英x1.00 國x1.00,111,,-----,-----,-----,-----,-----,,,數學甲 英文 國文,14,4,18,13,5,0,0,18
國立東華大學,電機工程學系半導體工程組,物x1.00 數甲x1.00 英x1.00 國x1.00,147,物 38,159.3,-----,-----,-----,-----,,,物理 數學甲 英文 國文,10,7,17,12,5,1,0,18
國立東華大學,材料科學與工程學系,物x1.00 化x1.00 英x1.00 數甲x1.00,114,,-----,-----,-----,-----,-----,,,物理 化學 英文 數學甲,21,16,37,26,11,0,0,37
國立東華大學,光電工程學系,物x1.50 數甲x1.00 英x1.00 化x1.00 國x1.00,167.5,物 33,-----,-----,-----,-----,-----,,,物理 數學甲 英文 化學 國文,17,13,30,22,8,0,0,30
國立東華大學,企業管理學系,英x1.50 數Bx1.50 國x1.00 公x1.00,157.5,,-----,-----,-----,-----,-----,,,英文 數學B 國文 公民與社會,16,9,25,12,13,0,0,25
國立東華大學,會計學系,英x2.00 數Bx1.50 國x1.00 公x1.00,183,,-----,-----,-----,-----,-----,,,英文 數學B 國文 公民與社會,20,8,28,14,14,0,0,28
國立東華大學,資訊管理學系,英x2.00 國x2.00 公x1.00,192,英 30,-----,-----,-----,-----,-----,1.數學A(後標) 或數學B(後標),,英文 國文 公民與社會,21,3,24,14,10,0,0,24
國立東華大學,國際企業學系,英x2.00 數Bx1.75 國x1.00 公x1.00,174.25,英 31,-----,-----,-----,-----,-----,,,英文 數學B 國文 公民與社會,17,13,30,11,19,0,0,30
國立東華大學,財務金融學系,公x1.50 數Bx1.50 英x1.50 國x1.00,201.5,,-----,-----,-----,-----,-----,,,公民與社會 數學B 英文 國文,14,11,25,17,8,0,0,25
國立東華大學,觀光暨休閒遊憩學系,英x2.00 國x1.50 地x1.50 數Bx1.00,161.5,,-----,-----,-----,-----,-----,,,英文 國文 地理 數學B,17,7,24,13,11,0,0,24
國立東華大學,管理學院管理科學與財金國際學士學位學程,英x2.00 數Bx1.00 國x1.00 公x1.00,181,,-----,-----,-----,-----,-----,,,英文 數學B 國文 公民與社會,4,0,4,2,2,0,0,4
國立東華大學,管理學院會計與資訊管理國際學士班,英x2.00 國x1.50 公x1.00,160.5,,-----,-----,-----,-----,-----,1.數學A(後標) 或數學B(後標),,英文 國文 公民與社會,5,2,7,4,3,0,0,7
國立東華大學,華文文學系,國x2.00 歷x2.00 英x1.00,190,國 47,-----,-----,-----,-----,-----,,,國文 歷史 英文,14,6,20,4,16,0,0,20
國立東華大學,中國語文學系,國x2.00 歷x1.50 地x1.00,185.5,,185.7,-----,-----,-----,-----,,,國文 歷史 地理,10,13,23,13,10,0,1,24
