校名,系組名,採計及加權,普通生錄取分數,普通生同分參酌,原住民錄取分數,退伍軍人錄取分數,僑生錄取分數,蒙藏生錄取分數,派外子女錄取分數,檢定科目及標準-學科能力測驗,檢定科目及標準-英聽,同分參酌順序,核定名額,回流名額,招生名額,錄取人數-男,錄取人數-女,外加錄取-男,外加錄取-女,錄取總人數（含外加）
中原大學,企業管理學系工商管理組,國x2.00 公x2.00 英x1.00 數Bx1.00,205,國 40 公 40,-----,-----,-----,-----,-----,,,國文 公民與社會 英文 數學B,11,13,24,11,13,0,0,24
中原大學,國際經營與貿易學系,英x2.00 國x1.75 公x1.00,160.75,英 31,-----,-----,-----,-----,-----,1.數學A(底標) 或數學B(後標),,英文 國文 公民與社會,15,19,34,14,20,0,0,34
中原大學,會計學系,國x1.00 公x1.50 歷x1.50,164.5,國 40,-----,-----,-----,-----,-----,1.英文(後標) 2.數學A(底標) 或數學B(後標),,國文 公民與社會 歷史,21,2,23,15,8,0,0,23
中原大學,資訊管理學系,國x1.50 英x1.50 公x1.00,156.5,國 44,-----,-----,-----,-----,-----,1.數學A(底標) 或數學B(底標),,國文 英文 公民與社會,16,3,19,8,11,0,0,19
中原大學,財務金融學系,英x2.00 數Bx2.00 國x1.75 公x1.00,222.75,,-----,-----,-----,-----,-----,,,英文 數學B 國文 公民與社會,14,13,27,12,15,0,0,27
中原大學,財經法律學系財貿法組,英x1.50 國x1.50 公x1.50 歷x1.00,231.5,,235.1,-----,-----,-----,-----,,,英文 國文 公民與社會 歷史,12,7,19,13,6,1,0,20
中原大學,財經法律學系科技法組,英x1.50 國x1.50 公x1.50 歷x1.00,239,,-----,-----,-----,-----,-----,,,英文 國文 公民與社會 歷史,5,1,6,3,3,0,0,6
中原大學,建築學系,數Ax1.75 英x2.00 國x2.00 物x1.00,250,,-----,-----,-----,-----,-----,,,數學A 英文 國文 物理,9,16,25,11,14,0,0,25
中原大學,室內設計學系,國x2.00 歷x2.00 地x1.50 英x1.00,272.5,,-----,-----,-----,-----,-----,,,國文 歷史 地理 英文,6,11,17,9,8,0,0,17
中原大學,商業設計學系商業設計組,國x2.00 英x2.00 歷x1.50 地x1.00,235.5,,-----,-----,-----,-----,-----,,,國文 英文 歷史 地理,9,11,20,2,18,0,0,20
中原大學,商業設計學系產品設計組甲類,術x2.00 公x1.00 英x1.00,184.2,,-----,-----,-----,-----,-----,,,術科 公民與社會 英文,2,0,2,1,1,0,0,2
中原大學,商業設計學系產品設計組乙類,物x2.00 英x1.00 國x1.00,133,,-----,-----,-----,-----,-----,,,物理 英文 國文,1,6,7,3,4,0,0,7
中原大學,地景建築學系,地x2.00 歷x2.00 公x1.00,228,,-----,-----,-----,-----,-----,,,地理 歷史 公民與社會,5,0,5,4,1,0,0,5
中原大學,特殊教育學系,國x1.50 英x1.50 數Bx1.00 公x1.00,139.5,,-----,-----,-----,-----,-----,,,國文 英文 數學B 公民與社會,8,3,11,1,10,0,0,11
中原大學,應用外國語文學系,英x2.00 國x1.50 歷x1.00,142,英 24,-----,-----,-----,-----,-----,,,英文 國文 歷史,14,22,36,11,25,0,0,36
中原大學,應用華語文學系,國x2.00 英x1.75 歷x1.25,147.5,,161.75,-----,-----,-----,-----,,,國文 英文 歷史,11,5,16,9,7,0,1,17
東海大學,中國文學系,國x2.00 歷x1.00 公x1.00,144,國 36,157.55,-----,-----,-----,-----,,,國文 歷史 公民與社會,25,5,30,13,17,1,0,31
東海大學,外國語文學系,英x2.00 國x1.00 歷x1.00,115,英 20,-----,-----,117.75,-----,-----,,,英文 國文 歷史,25,21,46,18,28,1,0,47
東海大學,歷史學系,歷x2.00 社x2.00 國x1.00,209,,-----,-----,-----,-----,-----,,,歷史 社會 國文,14,8,22,17,5,0,0,22
東海大學,日本語言文化學系,英x1.50 國x1.50 公x1.75,161,英 27 國 43,-----,-----,-----,-----,-----,,,英文 國文 公民與社會,21,12,33,17,16,0,0,33
東海大學,哲學系,公x1.50 歷x1.50 國x1.00,142.5,,-----,-----,-----,-----,-----,,,公民與社會 歷史 國文,14,4,18,12,6,0,0,18
東海大學,應用物理學系(A組),數甲x1.00 英x1.00 國x1.00,98,,-----,-----,-----,-----,-----,,,數學甲 英文 國文,6,13,19,13,6,0,0,19
東海大學,應用物理學系(B組),物x1.00 英x1.00 國x1.00,99,,-----,-----,-----,-----,-----,,,物理 英文 國文,4,8,12,8,4,0,0,12
東海大學,化學系化學組,化x2.00 英x1.00 國x1.00,143,化 35,-----,-----,-----,-----,-----,,,化學 英文 國文,9,5,14,10,4,0,0,14
東海大學,化學系化學生物組,化x2.00 英x1.00 自x1.00,132,,-----,-----,-----,-----,-----,,,化學 英文 自然,9,1,10,6,4,0,0,10
東海大學,生命科學系生物醫學組,生x2.00 英x2.00 化x1.50,172,生 50,-----,-----,-----,-----,-----,,,生物 英文 化學,9,13,22,9,13,0,0,22
東海大學,生命科學系生態暨生物多樣性組,生x2.00 英x2.00 國x1.75,200.75,,-----,-----,-----,-----,-----,,,生物 英文 國文,9,6,15,5,10,0,0,15
東海大學,智慧計算暨應用數學系,數甲x2.00 國x2.00 英x1.00,160,,-----,-----,-----,-----,-----,,,數學甲 國文 英文,12,2,14,9,5,0,0,14
東海大學,化學工程與材料工程學系,化x2.00 數甲x2.00 物x1.00,142,化 34,-----,-----,-----,-----,-----,,,化學 數學甲 物理,24,24,48,33,15,0,0,48
東海大學,工業工程與經營資訊學系(智慧設計與生產組),英x2.00 國x1.50 物x1.00,151,英 37,151.5,-----,-----,-----,-----,1.數學A(底標) 或數學B(底標),,英文 國文 物理,8,2,10,4,6,0,1,11
東海大學,工業工程與經營資訊學系(智慧經營與管理組),英x2.00 國x1.50 公x1.00,143.5,,-----,-----,-----,-----,-----,1.數學A(底標) 或數學B(底標),,英文 國文 公民與社會,12,0,12,6,6,0,0,12
東海大學,環境科學與工程學系,化x2.00 數甲x1.75 國x2.00,172,化 22,-----,-----,-----,-----,-----,,,化學 數學甲 國文,20,25,45,27,18,0,0,45
東海大學,資訊工程學系(資電工程組),數甲x2.00 英x2.00 自x1.50,186,數甲 34,-----,-----,-----,-----,-----,,,數學甲 英文 自然,10,11,21,19,2,0,0,21
東海大學,資訊工程學系(人工智慧組),數Ax2.00 英x2.00 物x1.50,179.5,,-----,-----,-----,-----,-----,,,數學A 英文 物理,10,11,21,17,4,0,0,21
東海大學,資訊工程學系(軟體工程組),英x2.00 物x2.00 國x1.50,194.5,英 44,-----,-----,-----,-----,-----,1.數學A(後標) 或數學B(後標),,英文 物理 國文,10,11,21,14,7,0,0,21
東海大學,電機工程學系(A組),數甲x1.00 國x2.00 英x1.00,158,數甲 26,160.1,-----,-----,-----,-----,,,數學甲 國文 英文,18,3,21,18,3,0,1,22
東海大學,電機工程學系(B組),國x2.00 英x1.00 物x1.00,157,國 47,-----,-----,-----,-----,-----,1.數學A(底標) 或數學B(底標),,國文 英文 物理,15,2,17,14,3,0,0,17
東海大學,企業管理學系,公x2.00 國x1.50 英x1.00,152.5,公 38,-----,-----,-----,-----,-----,1.數學B(底標),,公民與社會 國文 英文,33,23,56,22,34,0,0,56
東海大學,國際經營與貿易學系,英x2.00 國x2.00 公x1.50 數Bx1.00,205.5,,-----,-----,-----,-----,-----,,,英文 國文 公民與社會 數學B,26,16,42,12,30,0,0,42
東海大學,會計學系,公x2.00 英x1.00 數Bx1.00 國x1.00,161,,-----,-----,-----,-----,-----,,,公民與社會 英文 數學B 國文,29,10,39,20,19,0,0,39
東海大學,財務金融學系,英x1.50 國x1.00 公x1.00,118.5,英 27,-----,-----,-----,-----,-----,1.數學A(底標) 或數學B(底標),,英文 國文 公民與社會,37,18,55,24,31,0,0,55
東海大學,統計學系(巨量資料管理組),數甲x2.00 數Ax1.00 國x1.00,118,,-----,-----,-----,-----,-----,,,數學甲 數學A 國文,10,22,32,23,9,0,0,32
東海大學,統計學系(決策管理組),數Bx1.00 公x2.00 國x1.00,128,數B 20,128.3,-----,-----,-----,-----,,,數學B 公民與社會 國文,13,17,30,16,14,0,1,31
東海大學,資訊管理學系,數Bx2.00 英x2.00 公x1.75,166.25,,-----,-----,-----,-----,-----,,,數學B 英文 公民與社會,18,6,24,15,9,0,0,24
東海大學,經濟學系,英x2.00 公x2.00 國x1.00,160,,-----,-----,-----,-----,-----,1.數學A(底標) 或數學B(底標),,英文 公民與社會 國文,28,3,31,19,12,0,0,31
東海大學,政治學系,英x2.00 公x2.00 國x1.75,209,,-----,-----,-----,-----,-----,,,英文 公民與社會 國文,18,2,20,10,10,0,0,20
東海大學,行政管理暨政策學系,社x2.00 公x1.50 國x1.00,190,,-----,-----,-----,-----,-----,,,社會 公民與社會 國文,23,18,41,22,19,0,0,41
東海大學,社會學系,公x2.00 社x2.00 國x1.75,219,公 43,-----,-----,-----,-----,-----,,,公民與社會 社會 國文,22,13,35,16,19,0,0,35
東海大學,社會工作學系,公x2.00 國x1.50 社x1.00,168.5,,-----,-----,-----,-----,-----,,,公民與社會 國文 社會,40,6,46,14,32,0,0,46
東海大學,畜產與生物科技學系,生x2.00 英x1.00 國x1.00,132,生 36 英 23,-----,-----,-----,-----,-----,,,生物 英文 國文,20,7,27,7,20,0,0,27
東海大學,食品科學系,自x2.00 國x1.50 化x1.00,156.5,自 39,160.75,-----,-----,-----,-----,1.數學A(底標) 或數學B(底標),,自然 國文 化學,18,0,18,9,9,0,1,19
東海大學,餐旅管理學系,英x1.50 數Bx1.25 公x1.00,83.25,英 19,-----,-----,-----,-----,-----,,,英文 數學B 公民與社會,15,1,16,5,11,0,0,16
東海大學,高齡健康與運動科學學士學位學程,英x1.50 國x1.25 生x1.00,114,英 20,-----,-----,-----,-----,-----,,,英文 國文 生物,10,7,17,4,13,0,0,17
東海大學,美術學系,術x2.00 國x2.00 英x1.00 歷x1.00,256.2,,-----,-----,-----,-----,-----,,,術科 國文 英文 歷史,6,4,10,2,8,0,0,10
東海大學,音樂學系,術x2.00 英x1.00 歷x1.00,205.28,,-----,-----,-----,-----,-----,,,術科 英文 歷史,1,6,7,1,1,0,0,2
東海大學,建築學系(A組),數Ax1.50 物x1.50 英x1.50 化x1.00,215.5,數A 47,-----,-----,-----,-----,-----,,,數學A 物理 英文 化學,12,1,13,9,4,0,0,13
東海大學,建築學系(B組),數Bx1.50 歷x1.50 英x1.50 國x1.00,233,,-----,-----,-----,-----,-----,,,數學B 歷史 英文 國文,4,2,6,4,2,0,0,6
東海大學,工業設計學系(A組),國x2.00 英x2.00 物x1.00,202,國 53,-----,-----,-----,-----,-----,,,國文 英文 物理,6,2,8,3,5,0,0,8
東海大學,工業設計學系(B組),國x2.00 英x2.00 公x1.00,187,,-----,-----,-----,-----,-----,,,國文 英文 公民與社會,6,2,8,0,8,0,0,8
東海大學,景觀學系(A組),英x1.50 國x1.00 公x1.00,109.5,英 21,-----,-----,-----,-----,-----,,,英文 國文 公民與社會,12,4,16,6,10,0,0,16
東海大學,景觀學系(B組),英x1.50 國x1.00 生x1.00,115.5,,-----,-----,-----,-----,-----,,,英文 國文 生物,4,1,5,0,5,0,0,5
東海大學,法律學系,國x1.50 英x1.50 公x1.50 歷x1.00,239,國 49,242.7,-----,-----,-----,-----,1.數學A(後標) 或數學B(後標),,國文 英文 公民與社會 歷史,41,16,57,25,32,1,0,58
東海大學,國際學院國際經營管理學位學程,英x2.00 國x1.00 公x1.00,113,英 22,-----,-----,-----,-----,-----,,,英文 國文 公民與社會,10,10,20,11,9,0,0,20
東海大學,永續科學與管理學士學位學程,英x2.00 國x1.00 化x1.00,119,英 29,-----,-----,-----,-----,-----,,,英文 國文 化學,8,1,9,5,4,0,0,9
國立清華大學,中國文學系甲組(一般組),國x1.50 英x1.25 數Bx1.00 歷x1.00 地x1.00,256,,-----,-----,-----,-----,-----,1.數學B(均標),,國文 英文 數學B 歷史 地理,9,9,18,6,12,0,0,18
國立清華大學,中國文學系乙組(華語文教學組),國x1.50 英x1.50 數Bx1.00 歷x1.00 地x1.00,266,國 45,-----,-----,-----,-----,-----,,,國文 英文 數學B 歷史 地理,5,1,6,3,3,0,0,6
國立清華大學,外國語文學系,英x2.00 國x1.50 歷x1.00 地x1.00 數Bx1.00,303.5,,-----,-----,-----,-----,-----,,A級,英文 國文 歷史 地理 數學B,11,9,20,5,15,0,0,20
國立清華大學,人文社會學院學士班,英x1.50 數Bx1.50 國x1.50 歷x1.00 公x1.00,297,,-----,-----,-----,-----,-----,,,英文 數學B 國文 歷史 公民與社會,15,10,25,14,11,0,0,25
國立清華大學,教育與學習科技學系,國x2.00 英x2.00 數Bx1.00 歷x1.00,273,國 55,-----,-----,-----,-----,-----,,,國文 英文 數學B 歷史,8,0,8,2,6,0,0,8
國立清華大學,幼兒教育學系,英x2.00 國x2.00 歷x1.50 地x1.00 公x1.00,355,,-----,-----,-----,-----,-----,,,英文 國文 歷史 地理 公民與社會,8,2,10,3,7,0,0,10
國立清華大學,特殊教育學系,國x2.00 英x2.00 歷x1.00 公x1.00,283,國 58,-----,-----,-----,-----,-----,,,國文 英文 歷史 公民與社會,11,1,12,2,10,0,0,12
國立清華大學,教育心理與諮商學系甲組,英x2.00 國x1.50 數Bx1.50 公x1.00,288.5,,-----,-----,-----,-----,-----,,,英文 國文 數學B 公民與社會,7,0,7,5,2,0,0,7
國立清華大學,教育心理與諮商學系乙組,英x2.00 國x1.50 數Bx1.50 生x1.00,296.5,,-----,-----,-----,-----,-----,,,英文 國文 數學B 生物,7,0,7,3,4,0,0,7
國立清華大學,英語教學系,英x2.00 國x1.50 歷x1.00 數Bx1.00 地x1.00,289,,-----,-----,-----,-----,-----,,A級,英文 國文 歷史 數學B 地理,6,8,14,7,7,0,0,14
國立清華大學,運動科學系,英x2.00 數甲x1.25 國x1.25,213.25,,-----,-----,-----,-----,-----,,,英文 數學甲 國文,2,2,4,1,3,0,0,4
國立清華大學,竹師教育學院學士班甲組(雙專長組),英x2.00 國x1.00 生x1.50,232,,-----,-----,-----,-----,-----,1.數學A(均標) 或數學B(均標),,英文 國文 生物,4,0,4,2,2,0,0,4
國立清華大學,竹師教育學院學士班乙組(永續發展教育組),公x1.50 地x1.75 英x2.00 國x1.00 數Bx1.00,336.75,,-----,-----,-----,-----,-----,,,公民與社會 地理 英文 國文 數學B,5,0,5,2,3,0,0,5
國立清華大學,經濟學系第1組,英x2.00 數甲x2.00 國x1.00,236,英 54 數甲 40,-----,-----,-----,-----,-----,,B級,英文 數學甲 國文,17,3,20,13,7,0,0,20
國立清華大學,經濟學系第2組,英x2.00 數Ax2.00 國x1.00 歷x1.00 地x1.00,323,英 45,325.45,-----,-----,-----,-----,,B級,英文 數學A 國文 歷史 地理,18,3,21,13,8,1,0,22
國立清華大學,科技管理學院學士班,數甲x1.50 英x1.00 物x1.00 化x1.00,206.5,,210.05,-----,-----,-----,-----,,,數學甲 英文 物理 化學,9,6,15,11,4,0,1,16
國立清華大學,計量財務金融學系,數甲x1.50 英x1.50 國x1.00,194.5,,-----,-----,-----,-----,-----,,,數學甲 英文 國文,14,12,26,17,9,0,0,26
國立清華大學,數學系甲組(數學組),數甲x2.00 物x1.50 英x1.50 化x1.00 數Ax1.00,324.5,,-----,-----,-----,-----,-----,,,數學甲 物理 英文 化學 數學A,6,4,10,9,1,0,0,10
國立清華大學,數學系乙組(應用數學組),數甲x2.00 物x1.50 英x1.50 化x1.00 數Ax1.00,326.5,,-----,-----,-----,-----,-----,,,數學甲 物理 英文 化學 數學A,6,4,10,8,2,0,0,10
國立清華大學,物理學系物理組(甲組一般組),物x1.50 數甲x1.50 英x1.00 化x1.00 國x1.00,293.5,,-----,-----,-----,-----,-----,1.英文(均標),,物理 數學甲 英文 化學 國文,9,7,16,13,3,0,0,16
國立清華大學,物理學系物理組(乙組天文物理組),物x1.50 數甲x1.50 英x1.00 化x1.00 國x1.00,299,,-----,-----,-----,-----,-----,,,物理 數學甲 英文 化學 國文,1,0,1,0,1,0,0,1
國立清華大學,物理學系光電物理組,物x1.50 數甲x1.50 英x1.00 化x1.00 國x1.00,301,物 54,-----,-----,-----,-----,-----,,,物理 數學甲 英文 化學 國文,4,0,4,3,1,0,0,4
國立清華大學,化學系,化x1.00 物x1.00 數甲x1.00 英x1.00 國x1.00,241,化 50,-----,-----,-----,-----,-----,,,化學 物理 數學甲 英文 國文,27,8,35,26,9,0,0,35
國立清華大學,理學院學士班,數甲x1.50 物x1.25 化x1.00 英x1.00 國x1.00,282,,-----,-----,-----,-----,-----,1.數學A(前標),,數學甲 物理 化學 英文 國文,11,5,16,15,1,0,0,16
國立清華大學,生醫工程與環境科學系,英x1.00 數甲x1.00 物x1.00 化x1.00 國x1.00,233,英 50,-----,-----,-----,-----,-----,,,英文 數學甲 物理 化學 國文,11,13,24,15,9,0,0,24
國立清華大學,工程與系統科學系甲組(低碳綠能組),英x1.00 物x1.00 數甲x1.00 化x1.00 國x1.00,246,英 56 物 48,-----,-----,-----,-----,-----,,,英文 物理 數學甲 化學 國文,6,2,8,3,5,0,0,8
國立清華大學,工程與系統科學系乙組(智慧奈米系統組),英x1.00 物x1.00 數甲x1.00 化x1.00 國x1.00,250,英 54,-----,-----,-----,-----,-----,,,英文 物理 數學甲 化學 國文,5,1,6,3,3,0,0,6
國立清華大學,原子科學院學士班,英x1.00 數甲x1.00 物x1.00 化x1.00 國x1.00,243,英 50 數甲 53,-----,-----,-----,-----,-----,,,英文 數學甲 物理 化學 國文,6,0,6,5,1,0,0,6
國立清華大學,化學工程學系,數甲x1.00 物x1.00 化x1.00 英x1.00 國x1.00,248,,-----,-----,-----,-----,-----,1.英文(前標),,數學甲 物理 化學 英文 國文,17,8,25,13,12,0,0,25
國立清華大學,動力機械工程學系甲組,數甲x1.00 物x1.00 英x1.00 化x1.00 國x1.00,254,,-----,-----,-----,-----,-----,1.英文(前標),,數學甲 物理 英文 化學 國文,3,0,3,3,0,0,0,3
國立清華大學,動力機械工程學系乙組,數甲x1.00 物x1.00 英x1.00 化x1.00 國x1.00,247,數甲 52,-----,-----,-----,-----,-----,,,數學甲 物理 英文 化學 國文,19,1,20,16,4,0,0,20
國立清華大學,材料科學工程學系甲組,物x1.00 化x1.00 英x1.00 數甲x1.00,214,,-----,-----,-----,-----,-----,1.英文(前標),,物理 化學 英文 數學甲,3,0,3,2,1,0,0,3
國立清華大學,材料科學工程學系乙組,物x1.00 化x1.00 英x1.00 數甲x1.00,203,物 57,-----,-----,-----,-----,-----,,,物理 化學 英文 數學甲,18,14,32,26,6,0,0,32
國立清華大學,工業工程與工程管理學系,數甲x1.50 英x1.50 物x1.00 國x1.00,234,數甲 46,-----,-----,-----,-----,-----,,,數學甲 英文 物理 國文,16,7,23,10,13,0,0,23
國立清華大學,工學院學士班,數甲x1.00 物x1.00 化x1.00 英x1.00 國x1.00,252,數甲 54,-----,-----,-----,-----,-----,1.英文(前標),,數學甲 物理 化學 英文 國文,6,1,7,4,3,0,0,7
國立清華大學,電機工程學系甲組,英x1.00 數甲x1.00 物x1.00 化x1.00,224,英 58,-----,-----,-----,-----,-----,,,英文 數學甲 物理 化學,4,0,4,3,1,0,0,4
國立清華大學,電機工程學系乙組,數甲x1.00 物x1.00 化x1.00,162,(級分)數甲 60 物 49 化 53 (實得)數甲 96.8,-----,-----,-----,-----,-----,1.英文(頂標),,數學甲 物理 化學,14,2,16,15,1,0,0,16
國立清華大學,資訊工程學系甲組(電子資訊組),數甲x1.00 英x1.00 物x1.00 國x1.00 化x1.00,265,數甲 58,-----,-----,-----,-----,-----,1.英文(前標) 2.自然(前標),,數學甲 英文 物理 國文 化學,5,0,5,5,0,0,0,5
國立清華大學,資訊工程學系乙組(資訊工程組),數甲x1.00 英x1.00 物x1.00 國x1.00 化x1.00,261,數甲 46,-----,-----,-----,-----,-----,1.國文(均標) 2.英文(前標),,數學甲 英文 物理 國文 化學,15,11,26,23,3,0,0,26
國立清華大學,資訊工程學系丙組(人工智慧組),數甲x1.00 英x1.00 物x1.00 國x1.00 化x1.00,261,數甲 52,-----,-----,-----,-----,-----,1.自然(前標),,數學甲 英文 物理 國文 化學,8,2,10,9,1,0,0,10
國立清華大學,電機資訊學院學士班甲組,數甲x1.00 英x1.00 物x1.00 化x1.00 國x1.00,272,數甲 58,-----,-----,-----,-----,-----,1.英文(前標),,數學甲 英文 物理 化學 國文,1,0,1,1,0,0,0,1
國立清華大學,電機資訊學院學士班乙組,數甲x1.00 英x1.00 物x1.00 化x1.00 國x1.00,264,數甲 48,268.65,-----,-----,-----,-----,,,數學甲 英文 物理 化學 國文,8,7,15,12,3,1,0,16
國立清華大學,生命科學系,生x1.25 英x1.25 化x1.25 數甲x1.00 物x1.00,256.75,,-----,-----,-----,-----,-----,,,生物 英文 化學 數學甲 物理,9,6,15,8,7,0,0,15
國立清華大學,醫學科學系,生x1.50 化x1.50 英x1.50 數甲x1.00 物x1.00,314.5,,-----,-----,-----,-----,-----,,,生物 化學 英文 數學甲 物理,5,2,7,4,3,0,0,7
國立清華大學,生命科學暨醫學院學士班,生x1.00 化x1.00 物x1.00 數甲x1.00,178,生 53,-----,-----,-----,-----,-----,1.英文(前標),,生物 化學 物理 數學甲,5,4,9,5,4,0,0,9
國立清華大學,藝術與設計學系創作組,術x2.00 國x1.50 英x1.00 歷x1.50,290.88,,-----,-----,-----,-----,-----,,,術科 國文 英文 歷史,8,3,11,4,7,0,0,11
國立清華大學,藝術與設計學系設計組,國x1.50 英x1.00 歷x1.50,196.5,國 49,-----,-----,-----,-----,-----,,,國文 英文 歷史,8,3,11,4,7,0,0,11
國立清華大學,藝術學院學士班,英x1.50 國x1.50 自x1.00 物x1.00,234.5,,-----,-----,-----,-----,-----,1.數學A(均標) 或數學B(均標),,英文 國文 自然 物理,6,4,10,4,6,0,0,10
中國醫藥大學,牙醫學系,英x1.00 生x1.00 化x1.00 物x1.00 數甲x1.00,264,英 55,332.1,-----,-----,-----,-----,,,英文 生物 化學 物理 數學甲,8,25,33,23,10,1,0,34
中國醫藥大學,醫學系,物x1.00 化x1.00 生x1.00 數甲x1.00 國x1.00,273,,274.05,-----,-----,-----,-----,,A級,物理 化學 生物 數學甲 國文,14,1,15,13,2,1,0,16
中國醫藥大學,中醫學系甲組,國x1.25 生x1.00 英x1.00 化x1.00 數甲x1.25,295.25,,297.6,-----,-----,-----,-----,,,國文 生物 英文 化學 數學甲,10,3,13,8,5,0,1,14
中國醫藥大學,中醫學系乙組,國x1.25 生x1.00 英x1.00 化x1.00 數甲x1.25,293.25,國 58 生 55,300.05,-----,-----,-----,-----,,,國文 生物 英文 化學 數學甲,8,2,10,3,7,0,1,11
中國醫藥大學,藥學系,化x1.00 英x1.00 生x1.00 數Ax1.00 國x1.00,264,化 48,292.95,-----,-----,-----,-----,,,化學 英文 生物 數學A 國文,29,3,32,19,13,0,1,33
中國醫藥大學,護理學系,生x1.00 英x1.00 國x1.00,126,生 43,136.35,-----,-----,-----,-----,,,生物 英文 國文,13,12,25,7,18,0,1,26
中國醫藥大學,醫學檢驗生物技術學系,化x1.25 生x1.25 英x1.00,163.75,,-----,-----,-----,-----,-----,,,化學 生物 英文,6,9,15,3,12,0,0,15
中國醫藥大學,營養學系,英x2.00 生x2.00 國x1.00,220,英 50,-----,-----,-----,-----,-----,,,英文 生物 國文,9,8,17,6,11,0,0,17
中國醫藥大學,物理治療學系,英x1.50 生x1.25 物x1.00,178.75,,-----,-----,-----,-----,-----,,,英文 生物 物理,8,5,13,6,7,0,0,13
中國醫藥大學,生物科技學系,英x1.25 國x1.25 生x1.50,175.5,,182.7,-----,-----,-----,-----,,,英文 國文 生物,7,17,24,6,18,0,1,25
中國醫藥大學,運動醫學系,英x2.00 生x2.00 國x1.00,211,,-----,-----,-----,-----,-----,,,英文 生物 國文,6,9,15,4,11,0,0,15
中國醫藥大學,中國藥學暨中藥資源學系,國x1.50 英x1.50 化x1.00,190.5,,-----,-----,-----,-----,-----,,,國文 英文 化學,6,0,6,6,0,0,0,6
中國醫藥大學,藥用化妝品學系,化x1.00 生x1.00 英x1.00,112,化 37,125.55,-----,-----,-----,-----,,,化學 生物 英文,6,13,19,4,15,0,1,20
中國醫藥大學,生物醫學影像暨放射科學學系,生x1.00 英x1.00 物x1.00,122,生 52,-----,-----,-----,-----,-----,,,生物 英文 物理,7,8,15,9,6,0,0,15
中國醫藥大學,公共衛生學院大一不分系,英x1.00 生x1.00 國x1.00,125,英 51,130.95,-----,-----,-----,-----,,,英文 生物 國文,18,4,22,9,13,2,0,24
中國醫藥大學,生物醫學工程學系,國x1.50 英x1.50 生x1.00,192.5,國 52,236.65,-----,-----,-----,-----,,,國文 英文 生物,6,8,14,4,10,1,0,15
中國醫藥大學,醫療資訊學系,生x1.25 英x1.25 數甲x1.00,134.5,,-----,-----,-----,-----,-----,,,生物 英文 數學甲,6,0,6,3,3,0,0,6
國立陽明交通大學,電機工程學系甲組(電資國際組),數甲x1.00 物x1.00 化x1.00 英x2.00,282,數甲 54,-----,-----,-----,-----,-----,,,數學甲 物理 化學 英文,4,0,4,3,1,0,0,4
國立陽明交通大學,電機工程學系乙組(電機工程組),數甲x1.00 物x1.50 化x1.50 英x1.50,300.5,數甲 56,-----,-----,-----,-----,-----,1.自然(均標),,數學甲 物理 化學 英文,29,6,35,33,2,0,0,35
國立陽明交通大學,電機工程學系丙組(醫學電資組),化x1.50 物x1.50 數甲x1.00 英x1.00 國x1.00,324,,-----,-----,-----,-----,-----,,,化學 物理 數學甲 英文 國文,2,0,2,2,0,0,0,2
國立陽明交通大學,光電工程學系,數甲x1.00 物x1.00 化x1.00 英x1.00,201,數甲 49,-----,-----,-----,-----,-----,,,數學甲 物理 化學 英文,5,7,12,10,2,0,0,12
國立陽明交通大學,資訊工程學系甲組,數甲x1.00 英x1.00 物x1.00 化x1.00 國x1.00,270,數甲 56,-----,-----,-----,-----,-----,,,數學甲 英文 物理 化學 國文,5,0,5,3,2,0,0,5
國立陽明交通大學,資訊工程學系乙組,數甲x1.00 英x1.00 物x1.00 化x1.00 國x1.00,265,,-----,-----,-----,-----,-----,1.數學A(均標),,數學甲 英文 物理 化學 國文,21,4,25,20,5,0,0,25
國立陽明交通大學,半導體工程學系固態電子組,數甲x1.50 物x1.50 化x1.00 英x1.00 國x1.00,309.5,,310.15,-----,-----,-----,-----,,,數學甲 物理 化學 英文 國文,7,0,7,7,0,1,0,8
國立陽明交通大學,半導體工程學系奈米科學組,數甲x1.50 物x1.50 化x1.00 英x1.00 國x1.00,306.5,數甲 51,-----,-----,-----,-----,-----,,,數學甲 物理 化學 英文 國文,4,0,4,4,0,0,0,4
國立陽明交通大學,材料科學與工程學系-伊利諾雙聯組,物x1.00 化x1.00 數甲x1.00 自x1.00 英x1.00,263,物 56,-----,-----,-----,-----,-----,,,物理 化學 數學甲 自然 英文,3,0,3,3,0,0,0,3
國立陽明交通大學,材料科學與工程學系,物x1.00 化x1.00 數甲x1.00 自x1.00 英x1.00,258,物 54,-----,-----,-----,-----,-----,,,物理 化學 數學甲 自然 英文,8,6,14,12,2,0,0,14
國立陽明交通大學,機械工程學系,數甲x1.00 物x1.00 英x1.00 化x1.00,193,,-----,-----,-----,-----,-----,1.國文(均標),,數學甲 物理 英文 化學,30,5,35,30,5,0,0,35
國立陽明交通大學,土木工程學系(科技暨基礎建設永續發展組),數甲x1.00 物x1.00 英x1.00 化x1.00,178,數甲 37,-----,-----,-----,-----,-----,,,數學甲 物理 英文 化學,17,14,31,25,6,0,0,31
國立陽明交通大學,理學院科學學士學位學程甲組,物x1.00 數甲x1.00 化x1.00 英x1.00,198,物 53 數甲 49,-----,-----,-----,-----,-----,,,物理 數學甲 化學 英文,7,2,9,9,0,0,0,9
