校名,系組名,採計及加權,普通生錄取分數,普通生同分參酌,原住民錄取分數,退伍軍人錄取分數,僑生錄取分數,蒙藏生錄取分數,派外子女錄取分數,檢定科目及標準-學科能力測驗,檢定科目及標準-英聽,同分參酌順序,核定名額,回流名額,招生名額,錄取人數-男,錄取人數-女,外加錄取-男,外加錄取-女,錄取總人數（含外加）
國立臺灣大學,經濟學系A組,數甲x2.00 英x1.50 物x1.00,222.5,,-----,-----,-----,-----,-----,,,數學甲 英文 物理,20,2,22,13,9,0,0,22
國立臺灣大學,經濟學系B組,數Ax2.00 英x1.50 公x1.00 地x1.00,279,,281.9,-----,-----,-----,-----,,,數學A 英文 公民與社會 地理,8,1,9,4,5,1,0,10
國立臺灣大學,社會學系,英x1.00 國x1.00 數Bx1.00 公x1.00 歷x1.00,256,,259.2,-----,-----,-----,269.5,,,英文 國文 數學B 公民與社會 歷史,15,11,26,7,19,0,2,28
國立臺灣大學,社會工作學系,英x1.25 國x1.25 數Bx1.00 公x1.00 歷x1.00,267.25,,267.4,-----,-----,-----,-----,,,英文 國文 數學B 公民與社會 歷史,21,11,32,11,21,2,0,34
國立臺灣大學,醫學系(自費),生x1.00 化x1.00 數甲x1.00 物x1.00 英x1.00,287,生 57,349.65,-----,-----,-----,-----,1.國文(頂標) 2.英文(頂標),,生物 化學 數學甲 物理 英文,46,0,46,39,7,0,1,47
國立臺灣大學,醫學系(公費),生x1.00 化x1.00 數甲x1.00 物x1.00 英x1.00,262,生 52 化 59,-----,-----,-----,-----,-----,1.國文(頂標) 2.英文(頂標),,生物 化學 數學甲 物理 英文,2,5,7,4,3,0,0,7
國立臺灣大學,牙醫學系,生x1.00 化x1.00 數甲x1.00 物x1.00 英x1.00,283,生 60 化 57,364.5,-----,-----,-----,-----,1.國文(頂標) 2.英文(頂標),,生物 化學 數學甲 物理 英文,15,1,16,13,3,1,0,17
國立臺灣大學,藥學系,數甲x1.00 物x1.00 化x2.00 生x2.00 英x1.00,371,數甲 47,394.35,-----,-----,-----,-----,,,數學甲 物理 化學 生物 英文,12,4,16,14,2,0,1,17
國立臺灣大學,醫學檢驗暨生物技術學系,化x1.00 生x1.00 英x1.00 數甲x1.00 國x1.00,254,化 50 生 58,259.2,-----,-----,-----,-----,,,化學 生物 英文 數學甲 國文,11,2,13,8,5,1,0,14
國立臺灣大學,護理學系,英x1.00 生x1.00 化x1.00 數甲x1.00 國x1.00,241,,-----,-----,-----,-----,-----,1.英文(均標) 2.自然(均標),,英文 生物 化學 數學甲 國文,12,3,15,3,12,0,0,15
國立臺灣大學,物理治療學系,生x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,253,生 52,-----,-----,-----,-----,-----,,,生物 英文 數學甲 物理 化學,14,1,15,8,7,0,0,15
國立臺灣大學,職能治療學系,英x1.50 國x1.25 生x1.00 數甲x1.00,246,,271.7,-----,-----,-----,-----,,,英文 國文 生物 數學甲,14,4,18,7,11,0,1,19
國立臺灣大學,土木工程學系,數甲x1.00 物x1.00 英x1.00 國x1.00 化x1.00,241,數甲 46,-----,243.6,-----,-----,-----,,,數學甲 物理 英文 國文 化學,29,6,35,27,8,1,0,36
國立臺灣大學,機械工程學系,物x1.00 數甲x1.00 化x1.00 英x1.00 國x1.00,255,物 58,-----,-----,-----,-----,-----,,,物理 數學甲 化學 英文 國文,39,2,41,35,6,0,0,41
國立臺灣大學,化學工程學系,數甲x1.25 物x1.25 化x1.25 英x1.00,239.75,數甲 48,-----,-----,-----,-----,-----,1.數學A(前標),,數學甲 物理 化學 英文,39,14,53,50,3,0,0,53
國立臺灣大學,工程科學及海洋工程學系,數甲x2.00 物x2.00 英x1.00 化x1.00,302,數甲 48 物 52,-----,-----,-----,-----,-----,,,數學甲 物理 英文 化學,13,2,15,11,4,0,0,15
國立臺灣大學,材料科學與工程學系,數甲x1.00 物x1.00 化x1.00 英x1.00 國x1.00,262,數甲 45,-----,-----,-----,-----,-----,1.數學A(頂標),,數學甲 物理 化學 英文 國文,16,6,22,19,3,0,0,22
國立臺灣大學,醫學工程學系,數甲x1.00 物x1.00 化x1.00 英x1.00 國x1.00,253,數甲 44 物 50,-----,-----,-----,-----,-----,1.數學A(前標),,數學甲 物理 化學 英文 國文,10,9,19,13,6,0,0,19
國立臺灣大學,農藝學系,生x1.25 化x1.25 英x1.00 數甲x1.00 國x1.00,256.5,,-----,-----,-----,-----,-----,1.英文(均標),,生物 化學 英文 數學甲 國文,14,5,19,8,11,0,0,19
國立臺灣大學,生物環境系統工程學系,數甲x1.00 物x1.00 化x1.00 英x1.00 國x1.00,235,數甲 44,-----,-----,-----,-----,-----,,,數學甲 物理 化學 英文 國文,14,1,15,10,5,0,0,15
國立臺灣大學,農業化學系,化x1.50 生x1.50 英x1.00 數Ax1.00 物x1.00,287,化 54,-----,-----,-----,-----,-----,,,化學 生物 英文 數學A 物理,12,1,13,10,3,0,0,13
國立臺灣大學,森林環境暨資源學系,生x2.00 數甲x1.00 化x1.50 物x1.50,260.5,,-----,-----,-----,-----,-----,1.英文(均標),,生物 數學甲 化學 物理,21,7,28,18,10,0,0,28
國立臺灣大學,動物科學技術學系,生x1.00 化x1.00 英x1.00 數甲x1.00,189,生 56 化 48,-----,-----,-----,-----,-----,1.國文(均標) 2.英文(均標),,生物 化學 英文 數學甲,9,4,13,8,5,0,0,13
國立臺灣大學,農業經濟學系,數甲x2.00 英x2.00 自x1.00,235,數甲 47,-----,-----,-----,-----,-----,1.英文(均標) 2.數學A(前標),,數學甲 英文 自然,17,5,22,15,7,0,0,22
國立臺灣大學,園藝暨景觀學系,英x1.00 生x1.50 國x1.00 化x1.00 數Ax1.00,262,英 54,287.8,-----,-----,-----,-----,1.國文(均標) 2.英文(均標),,英文 生物 國文 化學 數學A,20,4,24,9,15,1,0,25
國立臺灣大學,獸醫學系,英x1.00 生x1.00 化x1.00 國x1.00 數甲x1.00,261,英 57,271.35,-----,-----,-----,-----,1.國文(前標) 2.自然(前標),,英文 生物 化學 國文 數學甲,22,2,24,10,14,1,0,25
國立臺灣大學,生物產業傳播暨發展學系,英x1.50 國x1.50 數Ax1.50 地x1.00 歷x1.00,315.5,英 49,-----,-----,-----,-----,-----,,,英文 國文 數學A 地理 歷史,18,8,26,11,15,0,0,26
國立臺灣大學,生物機電工程學系,數甲x1.00 物x1.00 化x1.00 英x1.00 國x1.00,248,數甲 51,-----,-----,-----,-----,-----,1.國文(均標) 2.英文(均標),,數學甲 物理 化學 英文 國文,20,0,20,17,3,0,0,20
國立臺灣大學,昆蟲學系,生x2.00 化x1.50 英x1.00 數甲x1.00 物x1.00,281,,318.85,-----,-----,-----,-----,1.國文(均標) 2.英文(前標),,生物 化學 英文 數學甲 物理,12,7,19,11,8,0,1,20
國立臺灣大學,植物病理與微生物學系,生x1.00 化x1.00 數甲x1.00 英x1.00 國x1.00,237,生 49,-----,-----,-----,-----,-----,1.國文(前標) 2.英文(前標),,生物 化學 數學甲 英文 國文,15,4,19,5,14,0,0,19
國立臺灣大學,工商管理學系企業管理組A組,數甲x1.00 英x1.00 地x1.00 歷x1.00 數Ax1.00,247,數甲 43,-----,-----,-----,-----,-----,,,數學甲 英文 地理 歷史 數學A,9,7,16,12,4,0,0,16
國立臺灣大學,工商管理學系企業管理組B組,數Ax1.00 英x1.00 地x1.00 歷x1.00 公x1.00,262,數A 47,292.95,-----,-----,-----,-----,,,數學A 英文 地理 歷史 公民與社會,8,7,15,8,7,0,1,16
國立臺灣大學,工商管理學系科技管理組,數甲x1.00 英x1.00 物x1.00 化x1.00 數Ax1.00,241,數甲 43,-----,-----,-----,-----,-----,,,數學甲 英文 物理 化學 數學A,13,7,20,14,6,0,0,20
國立臺灣大學,會計學系A組,數甲x1.50 英x1.50 國x1.00,210.5,,-----,-----,-----,-----,-----,,,數學甲 英文 國文,12,1,13,3,10,0,0,13
國立臺灣大學,會計學系B組,英x1.50 國x1.25 數Ax1.25 公x1.00 地x1.00,309.25,,398.55,-----,-----,-----,-----,1.數學A(前標),,英文 國文 數學A 公民與社會 地理,40,4,44,12,32,0,1,45
國立臺灣大學,財務金融學系A組,數甲x2.00 英x1.50 國x1.00,240,,-----,-----,-----,-----,-----,1.數學A(前標),,數學甲 英文 國文,23,1,24,15,9,0,0,24
國立臺灣大學,財務金融學系B組,英x1.50 公x1.00 地x1.00 歷x1.00,254,英 56 公 52 地 59,328.55,-----,-----,-----,-----,1.數學A(前標),,英文 公民與社會 地理 歷史,24,1,25,14,11,0,1,26
國立臺灣大學,國際企業學系A組,英x2.00 數甲x1.00 公x1.00,212,,-----,-----,-----,-----,-----,1.數學A(前標),,英文 數學甲 公民與社會,8,0,8,5,3,0,0,8
國立臺灣大學,國際企業學系B組,英x2.00 數Ax1.00 地x1.00 歷x1.00 公x1.00,320,,338,-----,-----,-----,-----,,,英文 數學A 地理 歷史 公民與社會,25,1,26,8,18,1,0,27
國立臺灣大學,資訊管理學系,數甲x1.50 英x1.00 物x1.00 化x1.00,244,數甲 60 英 52,-----,-----,-----,-----,-----,,,數學甲 英文 物理 化學,13,-1,12,10,2,0,0,12
國立臺灣大學,公共衛生學系A組,數甲x1.25 英x1.25 化x1.00 生x1.00 物x1.00,263.5,數甲 46,-----,-----,-----,-----,-----,,,數學甲 英文 化學 生物 物理,7,6,13,7,6,0,0,13
國立臺灣大學,公共衛生學系B組,數Ax1.25 英x1.25 公x1.25 國x1.00,235,,248.4,-----,-----,-----,-----,,,數學A 英文 公民與社會 國文,4,2,6,1,5,0,1,7
國立臺灣大學,電機工程學系,數甲x1.00 物x1.00 化x1.00 英x1.00,229,,264.6,-----,-----,-----,-----,,,數學甲 物理 化學 英文,44,1,45,41,4,1,1,47
國立臺灣大學,資訊工程學系,數甲x1.25 物x1.00 化x1.00 英x1.00,238.5,,289.85,-----,-----,-----,-----,,,數學甲 物理 化學 英文,33,0,33,30,3,1,0,34
國立臺灣大學,法律學系法學組,英x1.00 國x1.00 數Bx1.00 公x1.25 歷x1.00,285,英 52,-----,-----,-----,-----,-----,1.國文(頂標) 2.英文(頂標),,英文 國文 數學B 公民與社會 歷史,23,9,32,18,14,0,0,32
國立臺灣大學,法律學系司法組,英x1.00 國x1.00 數Bx1.00 公x1.25 歷x1.00,288.25,,-----,-----,-----,-----,-----,1.國文(頂標) 2.英文(頂標),,英文 國文 數學B 公民與社會 歷史,23,3,26,16,10,0,0,26
國立臺灣大學,法律學系財經法學組,英x1.00 國x1.00 數Bx1.00 公x1.25 歷x1.00,292,,310.9,-----,-----,-----,-----,1.國文(頂標) 2.英文(頂標),,英文 國文 數學B 公民與社會 歷史,24,0,24,16,8,0,1,25
國立臺灣大學,生命科學系,生x1.00 英x1.00 化x1.00 數甲x1.00 物x1.00,243,生 56,-----,-----,-----,-----,-----,,,生物 英文 化學 數學甲 物理,13,0,13,11,2,0,0,13
國立臺灣大學,生化科技學系,化x1.00 數甲x1.00 物x1.00 生x1.00 英x1.00,241,化 51,-----,-----,-----,-----,-----,,,化學 數學甲 物理 生物 英文,11,11,22,13,9,0,0,22
國立臺灣大學,國際體育運動事務學士學位學程,英x2.00 國x1.25 數Bx1.00 公x1.00,265,,-----,-----,-----,-----,-----,1.國文(均標) 2.英文(均標),,英文 國文 數學B 公民與社會,2,0,2,0,2,0,0,2
國立臺灣師範大學,教育學系,英x1.50 國x1.50 歷x1.00 地x1.00 數Bx1.00,275,英 47,287.35,-----,-----,-----,-----,,,英文 國文 歷史 地理 數學B,17,5,22,7,15,1,0,23
國立臺灣師範大學,教育心理與輔導學系,英x1.25 數Bx1.25 國x1.00 公x1.00 歷x1.00,278.75,,318.2,-----,-----,309,-----,,,英文 數學B 國文 公民與社會 歷史,6,0,6,3,3,0,2,8
國立臺灣師範大學,社會教育學系,公x1.50 國x1.50 英x1.50 歷x1.00 地x1.00,311,,-----,-----,-----,-----,-----,1.國文(前標) 2.社會(前標),,公民與社會 國文 英文 歷史 地理,14,12,26,7,19,0,0,26
國立臺灣師範大學,健康促進與衛生教育學系,英x1.50 生x1.50 數甲x1.00 國x1.00,213,,238.15,-----,-----,-----,-----,,,英文 生物 數學甲 國文,7,10,17,5,12,1,0,18
國立臺灣師範大學,幼兒與家庭科學學系家庭生活與教育組,英x2.00 數Bx2.00 國x1.75 公x1.00,290.75,英 42,-----,-----,-----,-----,-----,,,英文 數學B 國文 公民與社會,5,0,5,1,4,0,0,5
國立臺灣師範大學,幼兒與家庭科學學系幼兒發展與教育組,英x2.00 國x2.00 數Bx1.75 公x1.00,295.5,,-----,-----,-----,-----,-----,,,英文 國文 數學B 公民與社會,6,1,7,2,5,0,0,7
國立臺灣師範大學,公民教育與活動領導學系,公x2.00 國x1.25 英x1.25 數Bx1.00,248,,256.1,-----,-----,-----,-----,,,公民與社會 國文 英文 數學B,27,11,38,10,28,1,1,40
國立臺灣師範大學,特殊教育學系,國x1.25 英x1.25 公x1.00,169.75,國 53,-----,-----,-----,-----,-----,,,國文 英文 公民與社會,12,1,13,3,10,0,0,13
國立臺灣師範大學,學習科學學士學位學程,數甲x2.00 國x1.50 英x1.50,223.5,,-----,-----,-----,-----,-----,,,數學甲 國文 英文,4,2,6,2,4,0,0,6
國立臺灣師範大學,教育學院學士班,英x1.25 國x1.00 公x1.00,160.5,,-----,-----,-----,-----,-----,1.數學A(均標) 或數學B(均標),,英文 國文 公民與社會,5,1,6,2,4,0,0,6
國立臺灣師範大學,國文學系,國x2.00 英x1.50 歷x1.00 地x1.00,263,國 51,273.5,-----,-----,-----,-----,,,國文 英文 歷史 地理,28,15,43,15,28,0,1,44
國立臺灣師範大學,英語學系,英x2.00 國x1.50 數Bx1.00 歷x1.00 地x1.00,299,,-----,-----,-----,-----,-----,,,英文 國文 數學B 歷史 地理,18,14,32,6,26,0,0,32
國立臺灣師範大學,歷史學系,歷x1.50 國x1.25 英x1.25 地x1.00 數Bx1.00,269,歷 55,269.45,-----,-----,-----,-----,,,歷史 國文 英文 地理 數學B,23,9,32,16,16,1,0,33
國立臺灣師範大學,地理學系,地x1.50 英x1.25 歷x1.00 數Bx1.00 國x1.00,262,,262.85,-----,-----,-----,-----,,,地理 英文 歷史 數學B 國文,21,1,22,14,8,0,1,23
國立臺灣師範大學,臺灣語文學系,英x1.50 公x1.50 國x1.00 歷x1.50 地x1.00,308.5,,-----,-----,-----,-----,-----,,,英文 公民與社會 國文 歷史 地理,7,2,9,2,7,0,0,9
國立臺灣師範大學,數學系,數甲x2.00 英x1.00 物x1.00,159,數甲 39,-----,-----,-----,-----,-----,,,數學甲 英文 物理,26,14,40,30,10,0,0,40
國立臺灣師範大學,物理學系,物x1.50 數甲x1.25 英x1.00,163.5,,-----,-----,-----,-----,-----,,,物理 數學甲 英文,12,3,15,15,0,0,0,15
國立臺灣師範大學,化學系,化x1.75 物x1.50 數甲x1.25 英x1.00,233.5,,-----,-----,-----,-----,-----,,,化學 物理 數學甲 英文,26,10,36,29,7,0,0,36
國立臺灣師範大學,生命科學系,生x1.50 化x1.25 英x1.25 數Ax1.00 國x1.00,265.25,,303.55,-----,-----,-----,-----,,,生物 化學 英文 數學A 國文,21,13,34,13,21,0,1,35
國立臺灣師範大學,地球科學系,數甲x2.00 物x2.00 化x1.50 英x1.00,253.5,,-----,-----,-----,-----,-----,,,數學甲 物理 化學 英文,7,7,14,12,2,0,0,14
國立臺灣師範大學,資訊工程學系,數甲x1.50 英x1.50 物x1.00 國x1.00 化x1.00,277.5,數甲 42,-----,-----,-----,-----,-----,,,數學甲 英文 物理 國文 化學,11,0,11,9,2,0,0,11
國立臺灣師範大學,營養科學學士學位學程,化x1.50 生x1.50 英x1.50 數Ax1.00 國x1.00,280,化 35 生 48,-----,-----,-----,-----,-----,,,化學 生物 英文 數學A 國文,12,4,16,6,10,0,0,16
國立臺灣師範大學,工業教育學系,數甲x1.50 英x1.00 國x1.00,160.5,,-----,-----,-----,-----,-----,,,數學甲 英文 國文,1,0,1,1,0,0,0,1
國立臺灣師範大學,科技應用與人力資源發展學系,數甲x1.25 英x1.25 物x1.00 化x1.00 國x1.00,228.25,,-----,-----,-----,-----,-----,,,數學甲 英文 物理 化學 國文,9,3,12,6,6,0,0,12
國立臺灣師範大學,圖文傳播學系,英x1.25 國x1.25 數甲x1.00 物x1.00 化x1.00,221.75,,-----,-----,-----,-----,-----,,,英文 國文 數學甲 物理 化學,10,3,13,6,7,0,0,13
國立臺灣師範大學,機電工程學系,數甲x2.00 物x2.00 英x1.50 化x1.00 國x1.00,325,,-----,-----,-----,-----,-----,,,數學甲 物理 英文 化學 國文,12,3,15,12,3,0,0,15
國立臺灣師範大學,電機工程學系,數甲x1.00 物x1.00 英x1.00 化x1.00 國x1.00,234,數甲 44,-----,-----,-----,-----,-----,,,數學甲 物理 英文 化學 國文,11,5,16,14,2,0,0,16
國立臺灣師範大學,車輛與能源工程學士學位學程,數Ax1.50 物x1.50 英x1.00 國x1.00,221.5,,-----,-----,-----,-----,-----,,,數學A 物理 英文 國文,4,0,4,3,1,0,0,4
國立臺灣師範大學,光電工程學士學位學程,物x2.00 數Ax2.00 化x1.50 英x1.00 國x1.00,338,物 51,-----,-----,-----,-----,-----,,,物理 數學A 化學 英文 國文,11,1,12,12,0,0,0,12
國立臺灣師範大學,華語文教學系應用華語文學組,英x2.00 國x2.00 歷x1.00,247,英 55,-----,-----,-----,-----,-----,,,英文 國文 歷史,10,1,11,0,11,0,0,11
國立臺灣師範大學,東亞學系,英x2.00 國x1.50 數Bx1.00 公x1.00 歷x1.00,295.5,英 54,-----,-----,-----,-----,-----,,,英文 國文 數學B 公民與社會 歷史,10,5,15,6,9,0,0,15
國立臺灣師範大學,企業管理學系,英x2.00 國x1.50 公x1.00,217,,-----,-----,-----,-----,-----,1.數學A(均標) 或數學B(前標),,英文 國文 公民與社會,15,10,25,5,20,0,0,25
國立臺灣師範大學,設計學系產品設計組,英x2.00 國x2.00 數Bx2.00 自x1.00 物x1.00,359,,-----,-----,-----,-----,-----,,,英文 國文 數學B 自然 物理,5,4,9,5,4,0,0,9
國立臺灣師範大學,音樂學系,術x2.00 英x1.00 國x1.00 歷x1.00,285.82,,-----,-----,-----,-----,-----,,,術科 英文 國文 歷史,1,2,3,0,3,0,0,3
國立臺灣師範大學,表演藝術學士學位學程,國x1.75 歷x1.50 英x1.25,215.75,,-----,-----,-----,-----,-----,,,國文 歷史 英文,1,4,5,1,4,0,0,5
國立臺灣師範大學,設計學系視覺設計組,術x2.00 英x1.75 國x1.75 歷x1.00,357.6,,-----,-----,-----,-----,-----,,,術科 英文 國文 歷史,4,1,5,0,5,0,0,5
國立臺灣師範大學,美術學系繪畫組,術x1.50 國x1.00 英x1.00 歷x1.00,252.24,,260.86,-----,-----,301.5,-----,,,術科 國文 英文 歷史,4,1,5,0,5,1,1,7
國立臺灣師範大學,美術學系水墨畫組,術x1.50 國x1.00 英x1.00 歷x1.00,242.75,,-----,-----,-----,-----,-----,,,術科 國文 英文 歷史,4,1,5,2,3,0,0,5
國立臺灣師範大學,體育與運動科學系,英x2.00 生x1.50 國x1.50 數Bx1.00,261,,-----,-----,-----,-----,-----,,,英文 生物 國文 數學B,5,2,7,4,3,0,0,7
國立中興大學,中國文學系,國x2.00 英x1.50 歷x1.25,215.25,國 51,-----,-----,-----,-----,-----,,,國文 英文 歷史,18,7,25,7,18,0,0,25
國立中興大學,外國語文學系,英x2.00 國x1.00 歷x1.00,189,,-----,-----,-----,-----,-----,,A級,英文 國文 歷史,19,15,34,14,20,0,0,34
國立中興大學,歷史學系,歷x1.50 國x1.00 英x1.00 地x1.00,209,,215.25,-----,-----,-----,-----,,,歷史 國文 英文 地理,15,9,24,16,8,2,0,26
國立中興大學,台灣人文創新學士學位學程,國x2.00 歷x1.50 英x1.00 地x1.50,287.5,,-----,-----,-----,-----,-----,,,國文 歷史 英文 地理,4,0,4,1,3,0,0,4
國立中興大學,財務金融學系,英x2.00 數甲x2.00 國x1.00,220,英 51,226.8,-----,-----,-----,-----,,,英文 數學甲 國文,17,13,30,24,6,1,0,31
國立中興大學,企業管理學系,英x2.00 數Bx2.00 國x1.00 公x1.00,260,英 45,-----,-----,-----,-----,-----,1.英文(均標) 2.數學B(均標),,英文 數學B 國文 公民與社會,10,20,30,19,11,0,0,30
國立中興大學,資訊管理學系,數甲x2.00 英x2.00 國x1.00,222,數甲 45,-----,-----,-----,-----,-----,,,數學甲 英文 國文,14,9,23,14,9,0,0,23
國立中興大學,會計學系,數Ax2.00 英x2.00 國x1.00 公x1.00,255,數A 45,-----,-----,-----,-----,-----,,,數學A 英文 國文 公民與社會,10,16,26,12,14,0,0,26
國立中興大學,行銷學系,國x2.00 英x1.00 歷x1.00 地x1.00,238,國 55,-----,-----,-----,-----,-----,1.數學A(均標) 或數學B(前標),B級,國文 英文 歷史 地理,11,11,22,7,15,0,0,22
國立中興大學,應用經濟學系,英x2.00 數甲x1.50 國x1.00,196,英 51,-----,-----,-----,-----,-----,,,英文 數學甲 國文,17,15,32,17,15,0,0,32
國立中興大學,法律學系,國x1.50 英x1.00 數Bx1.00 公x1.50 歷x1.00,290,,296.75,-----,-----,-----,-----,,,國文 英文 數學B 公民與社會 歷史,9,11,20,10,10,0,1,21
國立中興大學,化學系,化x2.00 數甲x2.00 英x1.50 物x1.00 國x1.00,325.5,,-----,-----,-----,-----,-----,,,化學 數學甲 英文 物理 國文,20,5,25,19,6,0,0,25
國立中興大學,物理學系一般物理組,物x1.50 數甲x1.50 英x1.50 化x1.00 國x1.00,280.5,,-----,-----,-----,-----,-----,,,物理 數學甲 英文 化學 國文,9,4,13,10,3,0,0,13
國立中興大學,物理學系光電物理組,物x1.50 數甲x1.50 英x1.50 化x1.00 國x1.00,286.5,物 50,-----,-----,-----,-----,-----,,,物理 數學甲 英文 化學 國文,7,6,13,11,2,0,0,13
國立中興大學,應用數學系應用數學組,數甲x2.00 英x1.50 物x1.50 國x1.00 化x1.00,281,數甲 47,-----,-----,-----,-----,-----,,,數學甲 英文 物理 國文 化學,15,4,19,14,5,0,0,19
國立中興大學,應用數學系數據科學與計算組,數甲x2.00 英x1.50 物x1.50 國x1.00 化x1.00,284.5,,-----,-----,-----,-----,-----,,,數學甲 英文 物理 國文 化學,14,8,22,14,8,0,0,22
國立中興大學,機械工程學系,數甲x2.00 物x2.00 英x1.50 化x1.00 國x1.00,319,數甲 43,-----,-----,-----,-----,-----,,,數學甲 物理 英文 化學 國文,31,10,41,36,5,0,0,41
國立中興大學,土木工程學系,數Ax2.00 物x2.00 英x1.50 國x1.00,273.5,數A 48,-----,-----,-----,-----,-----,,,數學A 物理 英文 國文,24,19,43,33,10,0,0,43
國立中興大學,環境工程學系,化x1.50 數甲x1.50 物x1.50 英x1.00 國x1.00,266.5,,-----,-----,-----,-----,-----,,,化學 數學甲 物理 英文 國文,8,4,12,7,5,0,0,12
